PG;ANNO PG;POSIZIONE;PUNTEGGIO;DISAGIO_ABITATIVO_P;PROGETTO_P;ALLOGGIO_IMPROPRIO_P;INIDONEITA_IMMOBILE_P;ANTIGIENICITA_P;SFRATTO_P;SISTEMAZIONE_PRECARIA_P;BASSO_ISEE_P;INCIDENZA_P;DISTANZA_P;GIOVANE_COPPIA_P;ADULTO_CON_FIGLIO_P;NUCLEO_MONOFAMILIARE_P;NUCLEO_PLURICOMPONENTE_P;CONDIZIONE_ANZIANA_P;CONDIZIONI_CERTIFICATE_P;CONDIZIONE_COABITAZIONE_P;AIRE_P;PROFUGHI_ITALIANI_P;ANZIANITA_DOMANDA_P
85030;2007;4287;16,00;;;;;;;;;3,00;;;;10,00;;;;;;;3,00
41554;2007;4288;16,00;;;;;;;;;;;;;;;5,00;5,00;3,00;;;3,00
75468;2007;4289;16,00;;;;;;;;;3,00;;;;10,00;;;;;;;3,00
51717;2007;4290;16,00;;;;;;;;;3,00;;;;10,00;;;;;;;3,00
86266;2007;4291;16,00;7,00;3,00;;;;;;;;;;;3,00;;;;;;;3,00
56192;2007;4292;16,00;;;;;;;;;3,00;;;;10,00;;;;;;;3,00
61593;2007;4293;16,00;;;;;;;;6,00;;;;7,00;;;;;;;;3,00
41539;2007;4294;16,00;;;;;;;;3,00;;2,00;5,00;;;;;;3,00;;;3,00
59205;2007;4295;16,00;;;;;;;;3,00;8,00;;;;;;;;2,00;;;3,00
64218;2007;4296;16,00;;;;;;;;3,00;3,00;2,00;5,00;;;;;;;;;3,00
58914;2007;4297;16,00;;;;;;;;;;;;;8,00;;;5,00;;;;3,00
211196;2008;4298;16,00;;;;;;;;6,00;;;;;3,00;;;5,00;;;;2,00
293562;2008;4299;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
215941;2008;4300;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
287532;2008;4301;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
279103;2008;4302;16,00;;;8,00;;;;;6,00;;;;;;;;;;;;2,00
293010;2008;4303;16,00;;;;;;;;6,00;;;5,00;;;;;;3,00;;;2,00
83430;2007;4304;16,00;4,00;3,00;;;;;;6,00;;;;;;;;;;;;3,00
204636;2008;4305;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
280289;2008;4306;16,00;;;;;;;;6,00;;;;;3,00;;;5,00;;;;2,00
276823;2008;4307;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
285758;2008;4308;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
215373;2008;4309;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
280245;2008;4310;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
42966;2007;4311;16,00;;;;;;;;6,00;;;;;;;;7,00;;;;3,00
286305;2008;4312;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
287756;2008;4313;16,00;;;;;;;;6,00;;2,00;;;3,00;;;;3,00;;;2,00
207472;2008;4314;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
280453;2008;4315;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
213091;2008;4316;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
294790;2008;4317;16,00;;;;;;;;6,00;;;;;8,00;;;;;;;2,00
277926;2008;4318;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
206345;2008;4319;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
213104;2008;4320;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
280576;2008;4321;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
276484;2008;4322;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
215924;2008;4323;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
287207;2008;4324;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
209234;2008;4325;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
280543;2008;4326;16,00;;;;;;;;6,00;;;5,00;;;;;;3,00;;;2,00
202556;2008;4327;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
280304;2008;4328;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
206168;2008;4329;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
291847;2008;4330;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
208349;2008;4331;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
279484;2008;4332;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
83645;2007;4333;16,00;4,00;3,00;;;;;;6,00;;;;;;;;;;;;3,00
209677;2008;4334;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
280274;2008;4335;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
285212;2008;4336;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
290001;2008;4337;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
209983;2008;4338;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
287606;2008;4339;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
204548;2008;4340;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
277091;2008;4341;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
203299;2008;4342;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
279162;2008;4343;16,00;;;;;;;;3,00;6,00;;5,00;;;;;;;;;2,00
292744;2008;4344;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
209303;2008;4345;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
277102;2008;4346;16,00;;;;;;;;3,00;6,00;;;;;;;5,00;;;;2,00
204161;2008;4347;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
293527;2008;4348;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
279432;2008;4349;16,00;;;;;;;;3,00;6,00;;;;3,00;;;;2,00;;;2,00
292926;2008;4350;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
208248;2008;4351;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
276360;2008;4352;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
292729;2008;4353;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
289540;2008;4354;16,00;;;;;;;;3,00;6,00;;;;3,00;;;;2,00;;;2,00
58290;2007;4355;16,00;;;;;;;;3,00;3,00;;;7,00;;;;;;;;3,00
293612;2008;4356;16,00;;;;;;;;3,00;6,00;;;;3,00;;;;2,00;;;2,00
287854;2008;4357;16,00;;;;;;;;3,00;6,00;;5,00;;;;;;;;;2,00
68028;2007;4358;16,00;;;;;;;;3,00;3,00;;;;;;;7,00;;;;3,00
280644;2008;4359;16,00;;;;;;;;3,00;6,00;;5,00;;;;;;;;;2,00
279475;2008;4360;16,00;;;8,00;;;;;3,00;;;;;;;3,00;;;;;2,00
208947;2008;4361;16,00;;;;;;;;3,00;3,00;3,00;5,00;;;;;;;;;2,00
293635;2008;4362;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
205740;2008;4363;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
276787;2008;4364;16,00;;;;;;;;3,00;6,00;;;;3,00;;;;2,00;;;2,00
284898;2008;4365;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
36344;2007;4366;16,00;4,00;3,00;;;;;;3,00;;;;;3,00;;;;;;;3,00
206263;2008;4367;16,00;;;;;;;;3,00;6,00;;;;3,00;;;;2,00;;;2,00
202919;2008;4368;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
203271;2008;4369;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
207785;2008;4370;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
279118;2008;4371;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
40072;2007;4372;16,00;;;;;;;;3,00;3,00;;7,00;;;;;;;;;3,00
211012;2008;4373;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
288520;2008;4374;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
45466;2007;4375;16,00;;;;;;;;;3,00;;;;10,00;;;;;;;3,00
49773;2007;4376;16,00;;;;;;;;;;;;;6,00;;;7,00;;;;3,00
292689;2008;4377;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
81669;2007;4378;16,00;;;;;;;;6,00;;;;7,00;;;;;;;;3,00
278185;2008;4379;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
207936;2008;4380;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
280331;2008;4381;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
209311;2008;4382;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
36945;2007;4383;16,00;;;;;;;;3,00;3,00;;7,00;;;;;;;;;3,00
38757;2007;4384;16,00;;;;;;;;3,00;3,00;;5,00;;;;;;2,00;;;3,00
48281;2007;4385;16,00;;;;;;;;3,00;3,00;;5,00;;;;;;2,00;;;3,00
37218;2007;4386;16,00;;;;;;;;3,00;8,00;;;;;;;;2,00;;;3,00
71099;2007;4387;16,00;;;;;;;;3,00;3,00;;5,00;;;;;;2,00;;;3,00
209936;2008;4388;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
30030;2007;4389;16,00;;;;;;;;3,00;3,00;;;;;;;7,00;;;;3,00
64236;2007;4390;16,00;;;;;;;;3,00;3,00;;5,00;;;;;;2,00;;;3,00
69703;2007;4391;16,00;;;;;;;;3,00;6,00;;4,00;;;;;;;;;3,00
74388;2007;4392;16,00;;;;;;;;3,00;3,00;;5,00;;;;;;2,00;;;3,00
50093;2007;4393;16,00;;;;;;;;3,00;8,00;;;;;;;;2,00;;;3,00
57567;2007;4394;16,00;;;;;;;;3,00;;;;7,00;;;;;3,00;;;3,00
85820;2007;4395;16,00;;;;;;;;;3,00;;;;3,00;;;7,00;;;;3,00
70514;2007;4396;16,00;;;;;;;;;3,00;;;;10,00;;;;;;;3,00
228127;2008;4397;16,00;;;;;;;;;;;;;;;9,00;5,00;;;;2,00
56595;2007;4398;16,00;;;;5,00;;;;;;;;;3,00;;;5,00;;;;3,00
287817;2008;4399;16,00;;;;;;;;6,00;;;;;;8,00;;;;;;2,00
276668;2008;4400;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
277968;2008;4401;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
211236;2008;4402;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
45282;2010;4403;16,00;;;;;;;;6,00;;;6,00;;;;;;3,00;;;1,00
49569;2010;4404;16,00;;;;;;;;6,00;;;;9,00;;;;;;;;1,00
83286;2007;4405;16,00;;;;;;;;6,00;;;;7,00;;;;;;;;3,00
208928;2008;4406;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
47370;2010;4407;16,00;;;;;;;;3,00;8,00;;4,00;;;;;;;;;1,00
32171;2010;4408;16,00;;;;;;;;3,00;8,00;;4,00;;;;;;;;;1,00
61529;2010;4409;16,00;;;;;;;;3,00;;;;9,00;;;;;3,00;;;1,00
55679;2010;4410;16,00;;;;;;;;3,00;8,00;;4,00;;;;;;;;;1,00
62306;2010;4411;16,00;;;;;;;;3,00;6,00;;;;;6,00;;;;;;1,00
55712;2010;4412;16,00;;;;;;;;3,00;6,00;;;;;;6,00;;;;;1,00
31785;2010;4413;16,00;;;;;;;;3,00;3,00;2,00;;7,00;;;;;;;;1,00
60442;2010;4414;16,00;;;;;;;;3,00;6,00;;6,00;;;;;;;;;1,00
47510;2010;4415;16,00;;;;;;;;3,00;6,00;;6,00;;;;;;;;;1,00
56227;2010;4416;16,00;;;;;;;;3,00;6,00;;6,00;;;;;;;;;1,00
37081;2010;4417;16,00;;3,00;;;;;;3,00;;;;9,00;;;;;;;;1,00
28763;2010;4418;16,00;;;;;;;;3,00;8,00;;4,00;;;;;;;;;1,00
32024;2007;4419;16,00;;;;;;;;3,00;3,00;;5,00;;;;;;2,00;;;3,00
25998;2010;4420;16,00;;;;;;;;3,00;6,00;;6,00;;;;;;;;;1,00
44912;2007;4421;16,00;;;;;;;;3,00;3,00;;5,00;;;;;;2,00;;;3,00
47085;2007;4422;16,00;;;;;;;;3,00;3,00;;;;;;;7,00;;;;3,00
53653;2007;4423;16,00;;;;;;;;3,00;8,00;;;;;;;;2,00;;;3,00
202902;2008;4424;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
64708;2007;4425;16,00;;;;;;;;3,00;3,00;;;;;;;7,00;;;;3,00
40438;2010;4426;16,00;;;;;;;;3,00;3,00;;;9,00;;;;;;;;1,00
52962;2007;4427;16,00;;;;;;;;;8,00;;;;3,00;;;;2,00;;;3,00
289797;2008;4428;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
273209;2008;4429;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
205708;2008;4430;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
53983;2007;4431;16,00;;;;;;;;6,00;;;5,00;;;;;;2,00;;;3,00
288582;2008;4432;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
206975;2008;4433;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
207844;2008;4434;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
51876;2010;4435;16,00;;;;;;;;3,00;6,00;;6,00;;;;;;;;;1,00
51465;2010;4436;16,00;;;;;;;;3,00;8,00;;4,00;;;;;;;;;1,00
27581;2007;4437;16,00;7,00;3,00;;;;;;3,00;;;;;;;;;;;;3,00
47497;2007;4438;16,00;;;;;;;;3,00;3,00;;7,00;;;;;;;;;3,00
210225;2008;4439;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;;;;2,00
285344;2008;4440;16,00;;;;;;;;3,00;6,00;;5,00;;;;;;;;;2,00
47958;2010;4441;16,00;;;;;;;;3,00;3,00;;;9,00;;;;;;;;1,00
47918;2007;4442;16,00;;;;;;;;3,00;;;7,00;;;;;;3,00;;;3,00
85716;2007;4443;16,00;;;;;;;;3,00;;;;;3,00;;;7,00;;;;3,00
49664;2010;4444;16,00;;;;;6,00;;;;;;6,00;;;;;;3,00;;;1,00
75111;2007;4445;16,00;;;;;;;;;;;;;;;6,00;7,00;;;;3,00
67357;2007;4446;16,00;;;;;;;;;3,00;;;;10,00;;;;;;;3,00
147940;2011;4447;16,00;;;;;;;;6,00;;;;;3,00;;;7,00;;;;
279228;2008;4448;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
146193;2011;4449;16,00;;;;;;;;6,00;8,00;;;;;;;;2,00;;;
164426;2011;4450;16,00;;;;;;;;6,00;8,00;;;;;;;;2,00;;;
143341;2011;4451;16,00;;;;;;;;6,00;8,00;;;;;;;;2,00;;;
49594;2010;4452;16,00;;;;;;;;6,00;;;;;;;;9,00;;;;1,00
141027;2011;4453;16,00;;;;;;;;6,00;8,00;;;;;;;;2,00;;;
15755;2011;4454;16,00;;;;;;;;6,00;;;7,00;;;;;;3,00;;;
38218;2007;4455;16,00;;;;;;;;6,00;;;;7,00;;;;;;;;3,00
55737;2011;4456;16,00;;;;;;;;6,00;8,00;;;;;;;;2,00;;;
27416;2011;4457;16,00;;;;;;;;6,00;8,00;;;;;;;;2,00;;;
289788;2008;4458;16,00;;;;;;;;6,00;;;5,00;;;;;;3,00;;;2,00
112870;2011;4459;16,00;;;;;;;;6,00;;;;7,00;;;;;3,00;;;
143274;2011;4460;16,00;;;;;;;;6,00;8,00;;;;;;;;2,00;;;
42359;2007;4461;16,00;;;;;;;;6,00;;;;7,00;;;;;;;;3,00
149102;2011;4462;16,00;;;;;;;;6,00;8,00;;;;;;;;2,00;;;
147338;2011;4463;16,00;;;;;;;;6,00;8,00;;;;;;;;2,00;;;
148196;2011;4464;16,00;;;;;;;;6,00;;;;10,00;;;;;;;;
148311;2011;4465;16,00;;;;;;;;6,00;8,00;;;;;;;;2,00;;;
154490;2011;4466;16,00;;;;;;;;6,00;;;;;;10,00;;;;;;
35908;2007;4467;16,00;;;;;;;;6,00;;;;7,00;;;;;;;;3,00
64499;2007;4468;16,00;;;;;;;;6,00;;;;7,00;;;;;;;;3,00
40923;2007;4469;16,00;;;;;;;;6,00;;;;7,00;;;;;;;;3,00
141488;2011;4470;16,00;;;;;;;;6,00;8,00;;;;;;;;2,00;;;
12086;2011;4471;16,00;;;;;;;;6,00;;;;7,00;;;;;3,00;;;
110114;2011;4472;16,00;;;;;;;;6,00;8,00;;;;;;;;2,00;;;
57573;2007;4473;16,00;;;;;;;;6,00;;;;7,00;;;;;;;;3,00
289599;2008;4474;16,00;;;;;;;;6,00;8,00;;;;;;;;;;;2,00
85323;2007;4475;16,00;;;;;;;;6,00;;;;7,00;;;;;;;;3,00
50357;2007;4476;16,00;;;;;;;;6,00;;;;7,00;;;;;;;;3,00
46808;2010;4477;16,00;;3,00;;;6,00;;;6,00;;;;;;;;;;;;1,00
69620;2011;4478;16,00;;;;;;;;6,00;8,00;;;;;;;;2,00;;;
154335;2011;4479;16,00;;;;;;;;6,00;;4,00;6,00;;;;;;;;;
52607;2011;4480;16,00;;;;;;;;6,00;8,00;;;;;;;;2,00;;;
202454;2008;4481;16,00;;;6,00;;;;;6,00;;;;;;;;;2,00;;;2,00
23623;2010;4482;16,00;;;;;;;;3,00;6,00;;;;;6,00;;;;;;1,00
40960;2007;4483;16,00;;;;;;;;3,00;3,00;;7,00;;;;;;;;;3,00
147471;2011;4484;16,00;;;;;;;;3,00;6,00;;;7,00;;;;;;;;
151535;2011;4485;16,00;;;;;;;;3,00;6,00;;5,00;;;;;;2,00;;;
54865;2011;4486;16,00;;;;;;;;3,00;6,00;;5,00;;;;;;2,00;;;
36921;2010;4487;16,00;;;;;;;;3,00;6,00;;6,00;;;;;;;;;1,00
208659;2008;4488;16,00;;;;;;;;3,00;6,00;;5,00;;;;;;;;;2,00
24501;2010;4489;16,00;;;;;;;;3,00;3,00;2,00;7,00;;;;;;;;;1,00
41905;2007;4490;16,00;;;;;;;;3,00;8,00;;;;;;;;2,00;;;3,00
144841;2011;4491;16,00;;;;;;;;3,00;6,00;;;7,00;;;;;;;;
115235;2011;4492;16,00;;;;;;;;3,00;6,00;;7,00;;;;;;;;;
271853;2009;4493;16,00;;;;;;;;3,00;6,00;;6,00;;;;;;;;;1,00
148662;2011;4494;16,00;;;;;;;;3,00;;;;10,00;;;;;3,00;;;
100200;2011;4495;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;2,00;;;
144868;2011;4496;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;2,00;;;
83512;2007;4497;16,00;;;;;;;;3,00;3,00;;5,00;;;;;;2,00;;;3,00
145532;2011;4498;16,00;;;;;;;;3,00;6,00;;5,00;;;;;;2,00;;;
82537;2011;4499;16,00;;;;;;;;3,00;8,00;;5,00;;;;;;;;;
63218;2007;4500;16,00;;;;;;;;3,00;3,00;;5,00;;;;;;2,00;;;3,00
109706;2011;4501;16,00;;;;;;;;3,00;6,00;;;7,00;;;;;;;;
147319;2011;4502;16,00;;;;;;;;3,00;6,00;;7,00;;;;;;;;;
88460;2007;4503;16,00;;;;;;;;3,00;8,00;;;;;;;;2,00;;;3,00
61652;2011;4504;16,00;;;;;;;;3,00;;;;10,00;;;;;3,00;;;
25879;2007;4505;16,00;;;;;;;;3,00;;;7,00;;;;;;3,00;;;3,00
143743;2011;4506;16,00;;;;;;;;3,00;8,00;;5,00;;;;;;;;;
144583;2011;4507;16,00;;;;;;;;3,00;6,00;;;7,00;;;;;;;;
43821;2007;4508;16,00;;;;;;;;3,00;3,00;;;;;5,00;;;2,00;;;3,00
146150;2011;4509;16,00;;;;;;;;3,00;6,00;;;7,00;;;;;;;;
40644;2007;4510;16,00;;;;;;;;3,00;6,00;;4,00;;;;;;;;;3,00
67449;2007;4511;16,00;;;;;;;;3,00;3,00;;5,00;;;;;;2,00;;;3,00
150521;2011;4512;16,00;;;;;;;;3,00;6,00;;;7,00;;;;;;;;
61692;2010;4513;16,00;;;;;;;;3,00;6,00;;6,00;;;;;;;;;1,00
49845;2007;4514;16,00;;;;;;;;3,00;3,00;;5,00;;;;;;2,00;;;3,00
154483;2011;4515;16,00;;;;;;;;3,00;6,00;;;7,00;;;;;;;;
27487;2007;4516;16,00;;;;;;;;3,00;3,00;;;7,00;;;;;;;;3,00
63085;2007;4517;16,00;;;;;;;;3,00;8,00;;;;;;;;2,00;;;3,00
66026;2007;4518;16,00;;;;;;;;3,00;3,00;;;7,00;;;;;;;;3,00
142652;2011;4519;16,00;;;;;;;;3,00;6,00;;;7,00;;;;;;;;
144664;2011;4520;16,00;;;;;;;;3,00;;;;;;;6,00;7,00;;;;
121642;2011;4521;16,00;;;;;;;;3,00;8,00;;;;3,00;;;;2,00;;;
152139;2011;4522;16,00;;;;;;;;3,00;;;;;8,00;;;5,00;;;;
149884;2011;4523;16,00;;;;;;;;;;;;;;;9,00;7,00;;;;
36676;2011;4524;16,00;;;;5,00;;;;;3,00;;;;3,00;;;5,00;;;;
153557;2011;4525;16,00;;;;;;;;;;;;;8,00;;;5,00;3,00;;;
13498;2008;4526;15,50;;;;;;;;6,00;;;;7,00;;;;;;;;2,50
29104;2008;4527;15,50;;;;;;;;6,00;;;4,00;;;;;;3,00;;;2,50
20595;2008;4528;15,50;;;;;;;;6,00;;;;7,00;;;;;;;;2,50
272841;2007;4529;15,50;;;;;;;;6,00;;;;7,00;;;;;;;;2,50
268286;2007;4530;15,50;;;;;;;;3,00;3,00;;;7,00;;;;;;;;2,50
81410;2008;4531;15,50;;;;;;;;3,00;8,00;;;;;;;;2,00;;;2,50
248507;2007;4532;15,50;;;;;;;;3,00;;;;7,00;;;;;3,00;;;2,50
81386;2008;4533;15,50;;;;;;;;3,00;;;;;;10,00;;;;;;2,50
231904;2007;4534;15,50;;;;;;;;3,00;3,00;;;7,00;;;;;;;;2,50
267943;2007;4535;15,50;;;;;;;;3,00;;;;7,00;;;;;3,00;;;2,50
94658;2008;4536;15,50;;;;;;;;3,00;;;;7,00;;;;;3,00;;;2,50
78551;2008;4537;15,50;;;;;;;;3,00;6,00;;4,00;;;;;;;;;2,50
211921;2007;4538;15,50;;;;;;;;3,00;3,00;;;7,00;;;;;;;;2,50
94640;2008;4539;15,50;;;;;;;;3,00;;;;7,00;;;;;3,00;;;2,50
247595;2007;4540;15,50;;;;;;;;3,00;3,00;;;7,00;;;;;;;;2,50
94723;2008;4541;15,50;;;;;;;;3,00;;;;7,00;;;;;3,00;;;2,50
208842;2007;4542;15,50;;;10,00;;;;;3,00;;;;;;;;;;;;2,50
94744;2008;4543;15,50;;;;;;;;3,00;6,00;;4,00;;;;;;;;;2,50
78611;2008;4544;15,50;;;;;;;;3,00;3,00;;;7,00;;;;;;;;2,50
9047;2008;4545;15,50;;;6,00;;;;;;;;;7,00;;;;;;;;2,50
221059;2007;4546;15,50;;;;;;;;;3,00;;;;10,00;;;;;;;2,50
91941;2007;4547;15,50;;;;;;;;;3,00;;;;10,00;;;;;;;2,50
282016;2007;4548;15,50;;;;;;;;;;;;;10,00;;;;3,00;;;2,50
174324;2007;4549;15,50;;;;;;;;;8,00;;;;3,00;;;;2,00;;;2,50
95013;2008;4550;15,50;;;;;;;;;8,00;;;;3,00;;;;2,00;;;2,50
238663;2007;4551;15,50;;;;;;;;;;;;;;;8,00;5,00;;;;2,50
94109;2008;4552;15,50;;;;;;;;;3,00;;;;10,00;;;;;;;2,50
78187;2008;4553;15,50;;;;;;;;;3,00;;;;10,00;;;;;;;2,50
283061;2007;4554;15,50;;;;;;;;;3,00;;;;10,00;;;;;;;2,50
77989;2008;4555;15,50;;;;;;;;;3,00;;;;10,00;;;;;;;2,50
92636;2007;4556;15,50;;;;;;;;;3,00;;;;10,00;;;;;;;2,50
5417;2008;4557;15,50;;;;;;;;3,00;3,00;;7,00;;;;;;;;;2,50
213844;2007;4558;15,50;;;;;;;;3,00;3,00;;;7,00;;;;;;;;2,50
108801;2009;4559;15,50;;;;;;;;6,00;;;;;3,00;;;5,00;;;;1,50
95037;2009;4560;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
38142;2009;4561;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
176771;2009;4562;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
95521;2009;4563;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
60373;2009;4564;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
123209;2009;4565;15,50;;;;;;;;6,00;;;;;;;5,00;;3,00;;;1,50
177008;2009;4566;15,50;;;;;;;;6,00;;;;;3,00;;;5,00;;;;1,50
61545;2009;4567;15,50;;;;;;;;6,00;;;;;3,00;;;5,00;;;;1,50
179276;2009;4568;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
106794;2009;4569;15,50;;;;;;;;6,00;;;;;3,00;;;5,00;;;;1,50
175505;2009;4570;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
179233;2009;4571;15,50;;;;;;;;6,00;;;5,00;;;;;;3,00;;;1,50
178242;2009;4572;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
168150;2009;4573;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
132222;2009;4574;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
86750;2009;4575;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
164883;2009;4576;15,50;;;;;;;;6,00;;;5,00;;;;;;3,00;;;1,50
184276;2009;4577;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
38172;2009;4578;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
175337;2009;4579;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
100413;2009;4580;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
181593;2009;4581;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
169025;2009;4582;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
133655;2009;4583;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
171364;2009;4584;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
178489;2009;4585;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
181867;2009;4586;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
181631;2009;4587;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
175797;2009;4588;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
176223;2009;4589;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
149759;2009;4590;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
95808;2008;4591;15,50;;;;;;;;6,00;;;;7,00;;;;;;;;2,50
177807;2009;4592;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
57506;2009;4593;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
115752;2009;4594;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
31442;2009;4595;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
178931;2009;4596;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
107857;2009;4597;15,50;;;;;;;;6,00;;;5,00;;;;;;3,00;;;1,50
177814;2009;4598;15,50;;;;;;;;6,00;8,00;;;;;;;;;;;1,50
