Nome applicazione;Open Data Index;Dati considerati utili al cittadino ;Dati considerati utili alle aziende;Dati considerati utili alle università;Dati già pubblicati;Esportabilità dei dati considerati utili al cittadino;Esportabilità dei dati considerati utili alle aziende;Esportabilità dei dati considerati utili alle università;Formato di esportazione dei dati utili al cittadino;Formato di esportazione dei dati utili alle aziende;Formato di esportazione dei dati utili alle università;Descrizione dei dati considerati utili al cittadino;Descrizione dei dati considerati utili alle aziende;Descrizione dei dati considerati utili alle università;Qualità dei dati considerati utili al cittadino;Qualità dei dati considerati utili alle aziende;Qualità dei dati considerati utili alle università;Tempestività dei dati considerati utili alle aziende;Tempestività dei dati considerati utili alle università;Tempestività dei dati considerati utili al cittadino;Tot dati considerati utili al cittadino ;Tot dati considerati utili alle aziende ;Tot dati considerati utili alle università ;Tot dati pubblicati e utilità dei dati potenzialmente disp;Tot esportabilità dei dati considerati utili;Tot formato di esportazione dei dati utili;Tot qualità dei dati;Tot tempestività di aggiornamento dei dati
CONGINT (Piano Investimenti);70;3;3;0;28;3;3;0;0;0;0;7;7;0;5;5;0;3;0;3;10;10;0;48;6;0;10;6
CONGINT (Piano Investimenti);70;3;3;0;28;3;3;0;0;0;0;7;7;0;5;5;0;3;0;3;10;10;0;48;6;0;10;6
CONGINT (Piano Investimenti);70;3;3;0;28;3;3;0;0;0;0;7;7;0;5;5;0;3;0;3;10;10;0;48;6;0;10;6
CONGINT (Piano Investimenti);70;3;3;0;28;3;3;0;0;0;0;7;7;0;5;5;0;3;0;3;10;10;0;48;6;0;10;6
CONGINT (Piano Investimenti);70;3;3;0;28;3;3;0;0;0;0;7;7;0;5;5;0;3;0;3;10;10;0;48;6;0;10;6
CONGINT (Piano Investimenti);70;3;3;0;28;3;3;0;0;0;0;7;7;0;5;5;0;3;0;3;10;10;0;48;6;0;10;6
CONGINT (Piano Investimenti);70;3;3;0;28;3;3;0;0;0;0;7;7;0;5;5;0;3;0;3;10;10;0;48;6;0;10;6
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
SISTEMA NEWSLETTER;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Gestione integrata sinistri;69;3;3;3;0;3;3;3;2;2;2;7;7;7;5;5;5;3;3;3;10;10;10;30;9;6;15;9
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Sistema Protocollo;66;3;3;3;28;0;0;0;0;0;0;7;7;7;3;5;0;0;0;0;10;10;10;58;0;0;8;0
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Orari Circoli e Pubblici Esercizi;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Occupazioni di Suolo Pubblico;66;3;3;3;0;3;3;3;1;1;1;7;7;7;5;5;5;3;3;3;10;10;10;30;9;3;15;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
Moduli revisione caldaie;66;3;3;3;0;3;3;3;3;3;3;7;7;7;3;3;3;3;3;3;10;10;10;30;9;9;9;9
SAP - Gestione Mandato Pagamenti;63;3;3;3;0;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;30;9;0;15;9
SAP - Gestione Mandato Pagamenti;63;3;3;3;0;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;30;9;0;15;9
SAP - Gestione Mandato Pagamenti;63;3;3;3;0;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;30;9;0;15;9
SAP - Gestione Mandato Pagamenti;63;3;3;3;0;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;30;9;0;15;9
SAP - Gestione Mandato Pagamenti;63;3;3;3;0;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;30;9;0;15;9
SAP - Gestione Mandato Pagamenti;63;3;3;3;0;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;30;9;0;15;9
SAP - Gestione Mandato Pagamenti;63;3;3;3;0;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;30;9;0;15;9
SAP - Gestione Mandato Pagamenti;63;3;3;3;0;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;30;9;0;15;9
SAP - Gestione Mandato Pagamenti;63;3;3;3;0;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;30;9;0;15;9
SAP - Gestione Mandato Pagamenti;63;3;3;3;0;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;30;9;0;15;9
SAP - Gestione Mandato Pagamenti;63;3;3;3;0;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;30;9;0;15;9
SAP - Gestione Mandato Pagamenti;63;3;3;3;0;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;30;9;0;15;9
SAP - Gestione Mandato Pagamenti;63;3;3;3;0;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;30;9;0;15;9
SAP - Gestione Mandato Pagamenti;63;3;3;3;0;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;30;9;0;15;9
SAP - Gestione Mandato Pagamenti;63;3;3;3;0;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;30;9;0;15;9
SAP - Gestione Mandato Pagamenti;63;3;3;3;0;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;30;9;0;15;9
