Nome applicazione;Open Data Index;Dati considerati utili al cittadino ;Dati considerati utili alle aziende;Dati considerati utili alle università;Dati già pubblicati;Esportabilità dei dati considerati utili al cittadino;Esportabilità dei dati considerati utili alle aziende;Esportabilità dei dati considerati utili alle università;Formato di esportazione dei dati utili al cittadino;Formato di esportazione dei dati utili alle aziende;Formato di esportazione dei dati utili alle università;Descrizione dei dati considerati utili al cittadino;Descrizione dei dati considerati utili alle aziende;Descrizione dei dati considerati utili alle università;Qualità dei dati considerati utili al cittadino;Qualità dei dati considerati utili alle aziende;Qualità dei dati considerati utili alle università;Tempestività dei dati considerati utili alle aziende;Tempestività dei dati considerati utili alle università;Tempestività dei dati considerati utili al cittadino;Tot dati considerati utili al cittadino ;Tot dati considerati utili alle aziende ;Tot dati considerati utili alle università ;Tot dati pubblicati e utilità dei dati potenzialmente disp;Tot esportabilità dei dati considerati utili;Tot formato di esportazione dei dati utili;Tot qualità dei dati;Tot tempestività di aggiornamento dei dati
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Interpellanze e Domande d'attualità;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
CityTrek Incidenti;91;3;3;3;28;3;3;3;2;2;2;7;7;7;3;3;3;3;3;3;10;10;10;58;9;6;9;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
APPLICAZIONI CON DB ACCESS;91;3;3;3;28;3;3;3;0;0;0;7;7;7;5;5;5;3;3;3;10;10;10;58;9;0;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
Elezioni On-Line;90;3;0;3;28;3;3;3;3;3;3;7;0;7;5;5;5;3;3;3;10;0;10;48;9;9;15;9
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
SAP - Gestione Contabilità Analitica;88;3;3;3;28;3;3;3;2;2;2;7;7;7;5;5;5;0;0;0;10;10;10;58;9;6;15;0
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Gestione delle Gare e dei Contratti;88;3;3;3;28;3;3;3;1;1;1;7;7;7;3;3;3;3;3;3;10;10;10;58;9;3;9;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
Sanzionamento semaforo rosso (Photored );87;3;0;3;28;3;3;3;2;2;2;7;0;7;5;5;5;3;3;3;10;0;10;48;9;6;15;9
