Sezioni 2001;1. Comune di Bologna;2. Comuni della provincia Bologna;3. Altre province Emilia-Romagna;4. Italia nord occidentale;5. Italia nord orientale;6. Italia centrale;7. Italia meridionale e insulare;8. Stati esteri;Totale
1607;64;7;12;4;4;3;21;9;124
1608;61;18;9;6;7;5;17;45;168
1609;5;;;;;1;1;;7
1610;13;9;11;;;4;6;10;53
1611;71;23;22;7;6;7;53;27;216
1612;8;2;;4;1;1;2;3;21
1613;36;7;7;4;2;3;12;16;87
1614;36;9;11;2;7;3;18;12;98
1615;33;6;6;5;2;6;18;10;86
1616;83;26;23;4;6;10;27;20;199
1617;16;3;4;;1;2;8;11;45
1618;76;28;20;4;4;10;19;7;168
1619;6;3;3;;1;4;2;1;20
1620;24;7;4;2;1;4;5;10;57
1621;35;4;8;2;3;3;7;6;68
1622;25;;2;;;1;8;8;44
1623;10;7;5;1;1;1;17;5;47
1624;18;3;4;;;;2;;27
1625;14;5;4;;;1;5;1;30
1626;25;3;5;1;1;3;5;;43
1627;65;28;23;10;7;6;27;22;188
1629;12;;3;;2;;5;9;31
1630;42;16;7;4;4;4;12;9;98
1631;38;19;12;7;3;7;25;15;126
1632;128;39;24;4;3;10;40;18;266
1633;71;12;11;4;3;12;17;11;141
1634;27;38;18;3;7;5;6;3;107
1635;57;26;16;10;9;8;28;28;182
1636;54;32;9;5;2;5;18;26;151
1637;89;20;10;7;4;7;22;31;190
1638;61;13;19;9;3;7;22;9;143
1639;30;7;7;2;2;2;16;18;84
1640;18;7;7;1;;1;10;3;47
1641;19;9;1;4;5;3;9;10;60
1642;47;12;15;5;2;3;13;16;113
1643;51;14;13;4;3;9;19;20;133
1644;50;16;18;4;4;3;22;14;131
1645;10;3;9;1;;1;4;2;30
1646;63;28;14;4;6;8;12;15;150
1648;35;12;6;1;4;4;15;15;92
1649;43;13;8;6;3;6;8;16;103
1650;41;22;8;5;7;5;18;28;134
1651;52;17;19;3;2;1;13;19;126
1652;34;14;4;3;1;;2;7;65
1653;107;23;11;9;9;8;20;34;221
1654;62;7;11;5;6;5;11;23;130
1655;66;17;6;4;2;3;9;8;115
1656;76;10;14;3;5;10;32;14;164
1657;53;17;15;4;4;7;18;21;139
1658;77;18;8;2;1;4;21;20;151
1659;12;4;;2;;;3;6;27
1660;49;15;12;4;3;4;32;15;134
1661;12;4;1;1;2;;2;15;37
1662;12;6;3;4;2;1;4;3;35
1664;9;;2;1;1;;4;6;23
1665;5;4;;;;;1;2;12
1666;12;1;2;;;;2;2;19
1669;2;;;;;;2;;4
1673;;2;;;;;;;2
1674;9;;2;;1;1;;;13
1675;7;1;2;1;;1;;6;18
1676;52;5;10;2;1;1;6;6;83
1679;14;8;6;1;1;;3;8;41
1680;19;8;2;;;1;;;30
1681;1;3;2;1;;;;1;8
1682;27;;;;;1;3;19;50
1685;5;2;;1;;1;;;9
1687;379;68;48;18;14;28;63;35;653
1688;39;7;8;2;1;1;9;3;70
1689;140;31;26;13;6;14;35;8;273
1690;2;;1;;;;;;3
1691;1;;;;;;;2;3
1693;3;;;;;;;;3
1696;8;3;1;;;;1;;13
1697;1;;;;;;;1;2
1698;2;;;;;;;1;3
1699;28;3;5;4;;;8;1;49
1701;2;;;;;;1;;3
1702;1;;;;;;1;;2
1703;3;1;;;;;;;4
1704;3;1;;;;;;;4
1705;7;1;2;;;;;1;11
1706;;1;;;;;;;1
1709;;;;;;;;3;3
1710;;;;;1;;;;1
1711;;;;;;;;1;1
1712;;;;;;;;2;2
1714;12;1;3;1;;;2;;19
1715;4;1;1;;;;1;;7
1716;;;;;;;1;;1
1717;4;3;1;;;;2;1;11
1718;;1;;;;;;;1
1719;3;;;;1;1;3;2;10
1720;7;7;3;1;2;;3;17;40
1721;35;13;7;;1;;3;10;69
1722;121;67;25;7;11;11;43;52;337
1723;15;6;4;;2;1;13;11;52
1724;33;16;8;7;5;5;17;26;117
1725;95;45;30;4;11;12;42;30;269
1726;24;11;6;1;3;5;13;7;70
1727;59;10;8;3;3;4;8;16;111
1728;50;15;10;2;5;4;15;14;115
1729;28;9;1;1;1;1;4;11;56
1730;55;24;15;2;;4;13;19;132
1731;68;28;7;3;3;3;24;21;157
1733;12;3;1;1;2;;1;3;23
1734;3;2;2;1;;;5;4;17
1738;26;5;4;1;3;1;4;11;55
1739;38;24;6;2;3;3;11;13;100
1740;3;2;1;;1;3;1;2;13
1741;27;6;14;1;4;5;11;19;87
1742;77;20;17;2;4;6;46;58;230
1743;10;1;1;;1;1;2;1;17
1744;74;31;9;3;4;3;16;31;171
1745;139;53;44;7;8;9;46;50;356
1746;14;2;1;;;1;7;8;33
1747;160;28;28;6;4;17;51;38;332
1748;31;4;2;1;2;4;19;8;71
1749;191;58;31;8;8;9;72;106;483
1750;125;46;45;5;10;7;43;48;329
1752;16;8;;1;1;1;7;4;38
1753;8;4;;1;;2;3;1;19
1754;133;23;9;7;7;6;58;40;283
1755;9;2;1;;;;2;;14
1756;48;17;6;;4;2;15;9;101
1757;10;9;2;1;;2;3;3;30
1758;7;4;2;;;;2;3;18
1759;12;5;1;3;1;1;2;3;28
1760;58;21;7;2;5;5;18;12;128
1761;;;;;;;;3;3
1762;10;;2;1;;;1;;14
1763;27;6;3;2;;4;5;4;51
1764;1;1;;;;1;;1;4
1766;19;3;;1;;1;4;8;36
1769;59;19;20;3;2;8;63;56;230
1770;65;17;11;9;3;14;40;24;183
1771;14;2;5;1;;2;3;12;39
1772;44;25;14;6;4;3;37;32;165
1774;29;12;12;4;3;1;14;9;84
1776;101;33;25;8;6;9;27;27;236
1777;50;19;9;5;5;1;16;11;116
1778;15;4;1;;2;;1;;23
1779;8;2;3;2;1;1;8;3;28
1780;7;1;;;;1;2;1;12
1783;22;7;3;1;1;4;2;10;50
1785;4;1;5;1;;;;1;12
1786;46;9;6;1;;4;7;11;84
1787;76;21;11;4;3;7;17;24;163
1788;100;24;17;3;5;4;18;18;189
1789;50;18;5;5;5;3;12;11;109
1790;14;4;3;;2;2;2;4;31
1791;51;13;8;1;2;4;15;19;113
1792;108;32;15;2;3;8;33;34;235
1793;92;25;19;7;10;8;33;29;223
1794;39;3;5;3;1;3;12;6;72
1795;85;34;12;3;6;7;19;38;204
1796;31;8;6;3;3;;10;19;80
1797;77;23;9;10;5;7;32;38;201
1798;24;7;6;2;4;2;11;9;65
1799;41;16;5;2;1;5;18;8;96
1800;27;5;5;2;3;5;14;7;68
1801;8;3;1;1;1;6;2;;22
1802;9;2;2;1;2;;2;7;25
1803;16;2;;1;;2;;1;22
1804;61;20;19;1;5;7;13;7;133
1805;85;32;20;5;5;12;24;20;203
1806;136;26;23;10;10;9;33;23;270
1807;36;8;6;2;2;1;3;1;59
1808;31;15;2;1;2;2;6;5;64
1809;18;8;4;;;3;1;1;35
1811;76;16;11;4;3;11;16;17;154
1812;15;3;2;;;;1;7;28
1813;23;2;4;2;2;1;1;6;41
1814;42;15;6;2;5;6;14;21;111
1815;97;42;21;9;13;12;28;50;272
1816;52;18;11;3;2;5;8;10;109
1817;19;2;4;;2;2;9;6;44
1818;61;34;14;8;5;1;21;26;170
1819;;;2;;;1;;;3
1820;31;8;4;2;5;2;7;11;70
1821;38;14;6;2;2;3;15;11;91
1822;9;2;3;;1;;9;5;29
1824;121;26;7;9;6;6;20;26;221
1825;53;6;8;1;1;4;13;21;107
1826;11;4;;1;;;2;;18
1827;22;4;3;1;;2;6;9;47
1828;4;;2;;;;1;;7
1829;72;37;12;1;4;2;18;29;175
1830;58;16;8;1;1;5;15;15;119
1831;47;14;11;3;4;3;20;13;115
1832;69;12;17;4;3;3;15;33;156
1833;77;22;16;3;3;8;21;10;160
1834;48;20;19;7;3;4;12;15;128
1835;31;4;8;3;;6;6;7;65
1836;89;29;20;3;7;5;19;28;200
1837;98;26;19;5;5;9;28;24;214
1838;82;38;16;4;3;8;24;23;198
1839;26;4;2;1;;;3;8;44
1841;6;1;1;;1;;1;1;11
1842;62;22;10;5;4;2;12;32;149
1843;39;8;10;2;1;4;8;15;87
1844;43;10;5;4;4;3;8;12;89
1845;90;24;18;2;9;9;16;26;194
1846;101;22;12;8;10;7;13;13;186
1847;46;17;10;5;6;6;15;7;112
1848;41;6;5;1;;3;9;9;74
1849;114;22;16;2;11;10;28;29;232
1850;50;13;14;4;4;4;9;8;106
1851;64;16;9;7;6;6;23;30;161
1852;199;27;28;11;8;13;23;28;337
1853;65;18;9;3;7;11;16;21;150
1854;;1;;;;;;;1
1855;29;6;5;4;1;;9;12;66
1856;33;10;8;1;1;3;11;16;83
1857;14;5;4;1;;1;3;2;30
1858;15;6;5;2;1;1;12;5;47
1859;77;19;13;12;3;8;15;21;168
1860;104;24;16;8;4;5;20;15;196
1861;104;25;16;8;5;10;16;24;208
1862;22;7;5;1;1;1;2;1;40
1863;39;4;4;1;1;1;5;6;61
1864;22;1;3;2;;;1;1;30
1865;14;;3;;1;2;1;3;24
1866;18;10;5;1;3;2;6;9;54
1867;63;8;10;14;4;4;9;18;130
1868;116;17;18;10;9;10;19;31;230
1869;16;1;3;1;1;1;1;1;25
1870;63;13;12;1;1;6;14;10;120
1871;42;6;5;2;1;2;8;5;71
1872;40;4;3;4;5;4;14;18;92
1873;77;8;12;7;9;3;12;23;151
1874;69;6;13;2;3;4;3;4;104
1875;55;15;8;4;4;3;8;19;116
1876;85;9;8;10;5;4;8;19;148
1877;140;59;27;5;6;7;14;28;286
1878;19;11;6;;3;4;4;6;53
1879;12;5;3;;2;2;;2;26
1880;175;42;34;10;8;5;24;42;340
1881;32;13;8;3;9;4;6;13;88
1882;33;6;7;3;2;4;3;6;64
1883;15;;1;1;;1;3;2;23
1884;61;10;9;10;5;5;5;14;119
1885;1;;;;;;1;;2
1886;50;5;8;2;3;2;10;10;90
1887;69;12;8;3;3;1;6;2;104
1888;6;;1;;;;1;5;13
1889;23;3;2;;1;1;2;2;34
1890;32;3;9;1;1;3;3;2;54
1891;41;10;3;4;1;2;7;3;71
1892;2;1;;;;1;;1;5
1893;37;5;8;2;4;6;4;3;69
1894;5;1;;;1;;;;7
1895;8;3;1;;1;;;;13
1896;23;3;4;1;1;1;2;6;41
1897;7;2;1;;;1;1;1;13
1898;47;15;8;5;2;6;9;6;98
1899;78;14;16;4;8;2;6;7;135
1900;5;;1;1;;;;1;8
1901;24;;1;;3;;3;;31
1902;184;30;34;15;7;20;18;49;357
1904;14;3;4;1;2;4;2;;30
1905;74;11;11;6;2;12;14;14;144
1906;111;10;19;13;7;6;7;12;185
1907;97;9;18;9;16;3;6;17;175
1908;14;;1;;;;;2;17
1909;23;2;2;;3;1;3;3;37
1910;1;;;;;;;;1
1911;4;1;2;;;;;;7
1912;2;;;;;;;;2
1913;4;1;2;;;;;3;10
1914;16;3;4;4;2;;2;13;44
1915;1;;;;;;;;1
1916;13;4;1;2;;;;1;21
1917;30;1;3;2;;;4;1;41
1918;;;;;;;;1;1
1919;8;1;3;;;;;2;14
1920;3;1;1;;;;;;5
1921;2;;1;;1;1;;;5
1922;5;1;;;;;;;6
1923;;1;;;;;;;1
1924;2;;;1;;;;3;6
1925;15;3;1;1;2;;1;4;27
1926;20;;3;;1;2;1;3;30
1927;8;;2;;;;;;10
1930;11;;;1;2;1;;;15
1931;3;2;1;1;3;;1;1;12
1932;66;20;17;14;5;9;38;48;217
1933;90;18;16;7;11;11;40;34;227
1934;86;23;23;5;8;13;32;13;203
1935;72;22;12;10;10;12;28;26;192
1936;43;8;12;7;3;2;15;17;107
1937;88;29;28;17;14;16;47;44;283
1938;90;18;22;8;13;20;32;32;235
1939;54;6;11;7;11;12;25;25;151
1940;50;6;13;8;5;12;26;32;152
1941;62;10;14;12;7;6;24;20;155
1942;83;22;18;9;11;9;34;21;207
1943;50;9;11;6;7;3;26;10;122
1944;50;25;20;13;9;11;43;19;190
1945;79;15;18;10;14;15;32;29;212
1946;14;6;1;;;3;5;4;33
1947;17;1;2;2;1;2;3;5;33
1948;15;2;4;2;1;3;3;3;33
1949;26;12;5;4;4;6;10;9;76
1950;48;11;11;4;4;10;20;11;119
1951;33;8;7;3;2;1;14;12;80
1952;8;1;2;1;;;1;3;16
1953;6;;;;;2;1;1;10
1955;17;14;7;5;2;3;8;12;68
1956;40;10;14;7;4;11;6;29;121
1957;2;;3;;2;;;2;9
1958;4;;1;3;4;1;2;;15
1959;28;2;9;;4;5;1;12;61
1960;1;;1;;;;2;;4
1961;;;;;;3;;;3
1962;26;5;3;1;3;3;5;11;57
1964;17;2;4;3;2;2;4;3;37
1965;6;4;2;1;;1;;5;19
1966;8;2;;1;;;5;3;19
1967;7;1;;1;1;2;3;7;22
1968;24;6;8;1;4;6;9;7;65
1969;16;3;14;2;3;4;4;12;58
1970;19;5;2;;2;2;4;4;38
1971;21;1;5;1;1;1;4;4;38
1972;21;4;6;2;4;4;8;7;56
1973;86;38;23;6;11;6;23;24;217
1974;64;11;20;8;5;10;19;23;160
1975;91;20;20;14;12;13;32;30;232
1976;2;2;;1;;1;1;;7
1977;22;6;7;3;;1;6;4;49
1978;41;12;11;4;3;10;10;24;115
1979;61;16;21;8;5;9;23;40;183
1980;76;17;14;13;14;13;22;28;197
1982;88;18;27;6;5;10;25;35;214
1983;14;7;1;3;4;7;10;13;59
1984;39;13;11;8;6;4;10;23;114
1985;43;14;18;7;11;19;25;20;157
1986;48;16;8;4;7;8;33;25;149
1987;;1;;;;;;;1
1988;52;9;13;10;10;4;21;15;134
1989;1;;;;1;1;1;2;6
1990;25;2;5;1;1;3;6;4;47
1991;32;1;5;3;3;5;4;8;61
1992;110;17;24;8;7;13;24;41;244
1993;22;6;6;;1;5;7;8;55
1994;20;5;3;6;10;2;21;15;82
1995;14;8;6;2;5;2;12;10;59
1996;5;4;;1;3;2;5;1;21
1997;11;;1;;1;;1;4;18
1998;7;1;1;;;;;;9
1999;5;1;1;;1;;;;8
2000;36;5;8;4;7;6;20;15;101
2001;1;;1;;;;6;9;17
2002;54;10;20;6;9;9;11;10;129
2003;3;;;2;;3;;;8
2004;215;34;33;13;7;10;48;26;386
2005;4;9;2;2;1;1;6;;25
2006;119;47;30;9;17;10;27;21;280
2007;110;31;27;7;7;11;22;26;241
2008;123;47;27;2;2;9;19;11;240
2009;168;53;25;5;6;8;19;26;310
2010;111;33;19;4;8;10;17;9;211
2011;77;47;8;2;5;9;14;8;170
2012;118;29;23;;;11;26;26;233
2013;124;24;16;6;13;10;30;27;250
2014;115;52;36;5;7;8;14;13;250
2015;109;35;21;8;3;9;21;16;222
2016;75;29;17;1;4;8;15;10;159
2018;247;102;80;8;21;23;115;58;654
2019;;;;;;;;1;1
2020;114;27;20;4;7;15;46;56;289
2021;43;7;5;1;1;2;7;20;86
2022;74;17;6;1;4;1;15;22;140
2023;15;10;2;;1;1;8;2;39
2024;9;2;2;;;;3;2;18
2025;107;45;16;8;8;16;50;37;287
2026;13;7;1;2;2;2;4;4;35
2027;52;21;9;4;7;4;25;28;150
2028;110;42;18;5;7;9;36;33;260
2030;87;37;15;3;7;5;25;16;195
2031;87;41;16;9;4;4;25;39;225
2032;13;5;5;;1;1;7;4;36
2033;126;42;22;9;8;9;29;27;272
2034;71;23;26;3;3;5;19;12;162
2035;77;21;26;4;5;8;17;12;170
2036;17;4;4;1;1;2;5;11;45
2037;102;29;20;7;10;6;14;17;205
2038;100;44;30;4;2;6;13;6;205
2039;70;28;10;4;5;9;17;10;153
2040;119;56;39;6;8;9;37;36;310
2041;38;20;11;4;3;5;15;20;116
2043;36;18;9;1;4;2;11;13;94
2044;41;20;4;3;1;1;5;2;77
2045;20;8;5;;2;2;9;4;50
2047;92;51;17;3;3;3;25;25;219
2048;43;9;4;3;;5;7;14;85
2049;11;9;5;1;1;1;5;6;39
2050;57;23;3;1;3;7;15;23;132
2051;15;6;7;4;6;1;;1;40
2053;;;2;;;;1;;3
2054;73;15;8;4;1;6;26;34;167
2055;21;8;1;1;;1;9;7;48
2056;35;13;6;;1;4;6;7;72
2057;38;10;5;;3;3;10;6;75
2058;25;11;9;2;2;8;18;12;87
2059;37;14;8;2;2;1;28;33;125
2060;10;8;;;5;1;4;6;34
2061;17;3;4;2;1;;6;2;35
2062;29;6;2;2;1;1;7;5;53
2063;70;29;11;3;5;2;36;28;184
2064;64;24;16;2;4;4;11;19;144
2065;20;20;9;;;2;6;9;66
2066;33;20;3;1;3;2;14;13;89
2067;49;22;5;3;4;5;15;18;121
2068;67;25;15;3;2;3;29;32;176
2069;43;22;14;4;5;;26;17;131
2070;84;46;25;7;4;9;69;53;297
2071;73;30;17;5;6;4;18;11;164
2073;29;21;9;1;;2;17;22;101
2074;25;16;4;;;1;8;4;58
2075;15;14;5;1;1;1;12;8;57
2077;21;6;3;;1;;7;8;46
2078;120;51;19;4;5;8;44;36;287
2079;46;42;18;2;2;3;20;28;161
2080;90;32;9;4;7;7;34;60;243
2081;45;10;15;5;1;10;32;24;142
2082;43;15;7;1;2;1;5;6;80
2083;17;4;3;;1;;4;5;34
2084;48;29;6;;1;5;12;16;117
2085;52;28;11;3;2;3;14;30;143
2086;120;45;24;4;9;7;35;39;283
2087;120;47;22;10;6;18;37;47;307
2088;5;2;2;;1;;;;10
2089;4;1;;;;;1;4;10
2090;25;21;4;;1;3;13;11;78
2091;26;16;7;;;;16;10;75
2092;68;26;21;5;3;5;22;27;177
2093;40;11;17;1;5;7;14;8;103
2094;12;9;2;;;1;3;4;31
2095;33;22;11;1;4;3;19;23;116
2096;43;9;10;1;1;4;21;33;122
2097;18;4;3;;1;1;11;9;47
2098;43;16;11;2;2;5;13;21;113
2099;77;38;20;8;3;4;11;26;187
2100;13;8;4;1;;3;2;;31
2101;44;19;16;4;1;9;19;20;132
2102;38;20;7;1;1;3;12;9;91
2103;26;17;10;2;2;2;20;12;91
2104;55;26;6;5;4;5;25;18;144
2105;19;11;6;4;2;1;12;10;65
2106;33;9;6;2;1;2;7;15;75
2107;15;7;2;;3;3;5;5;40
2108;7;7;1;;;1;3;1;20
2109;6;5;2;;;1;4;3;21
2110;13;5;4;2;;4;14;9;51
2111;20;9;1;;1;;3;7;41
2112;6;2;2;1;;;2;4;17
2113;25;10;1;;1;;14;7;58
2114;53;24;13;1;4;4;21;26;146
2115;7;3;3;1;;;1;;15
2116;26;13;7;2;2;3;10;30;93
2117;19;14;4;2;2;3;2;8;54
2118;60;27;7;5;2;4;24;23;152
2119;73;25;12;6;8;10;19;27;180
2120;96;37;29;7;5;9;30;44;257
2121;82;47;22;2;3;11;33;39;239
2122;107;44;16;5;8;8;30;15;233
2123;33;4;13;1;;6;9;11;77
2124;56;27;14;3;5;10;23;20;158
2126;158;52;36;8;7;23;28;34;346
2127;54;19;10;2;2;4;14;7;112
2128;144;41;36;12;3;6;44;23;309
2129;78;27;18;1;4;8;24;3;163
2130;42;8;5;;2;5;7;9;78
2131;112;19;7;6;2;5;22;6;179
2132;91;42;22;5;1;5;9;8;183
2133;1;;;;;;1;4;6
2134;141;33;34;5;12;11;27;27;290
2135;5;;;;;1;1;;7
2136;81;15;23;5;3;3;10;7;147
2138;53;25;15;6;4;4;7;7;121
2139;;;1;;;;2;;3
2140;4;1;1;;;;7;1;14
2142;126;27;13;5;8;9;100;48;336
2143;137;48;33;4;10;11;69;51;363
2144;77;35;15;6;2;1;31;15;182
2145;154;58;28;3;9;6;55;39;352
2147;87;28;30;7;2;9;27;30;220
2148;97;43;17;3;4;3;23;25;215
2149;155;79;34;5;5;13;24;33;348
2150;30;16;3;;1;1;5;6;62
2151;48;27;4;;;1;9;7;96
2152;25;12;3;1;2;1;4;2;50
2153;17;9;2;;1;1;7;8;45
2154;55;17;10;2;1;;11;8;104
2155;87;67;35;8;8;7;28;15;255
2157;29;20;14;;1;5;9;1;79
2158;5;2;2;;;;;;9
2159;12;;1;;1;;;4;18
2160;1;;;;;;;5;6
2161;7;;;2;;;;5;14
2162;9;;1;;;;2;1;13
2163;5;;1;1;;;;2;9
2164;30;9;8;1;3;5;2;3;61
2165;18;5;7;4;1;;;3;38
2166;12;3;3;2;;2;2;6;30
2167;5;3;3;;3;1;2;;17
2168;27;5;5;4;2;1;1;4;49
2170;68;7;9;4;2;7;7;8;112
2171;68;19;9;3;3;4;7;6;119
2172;120;27;28;2;8;11;23;22;241
2173;;1;;;;;;;1
2174;13;9;2;1;4;2;;3;34
2175;18;4;6;1;;;4;8;41
2176;9;8;1;;1;1;2;1;23
2177;17;2;2;2;;4;3;3;33
2178;11;2;1;1;;;2;2;19
2179;10;1;3;;;1;6;2;23
2181;28;9;6;1;;2;9;1;56
2182;42;3;5;3;2;4;2;7;68
2183;24;10;8;;1;1;6;11;61
2184;16;;3;2;;1;2;2;26
2185;8;;2;;3;;;2;15
2186;20;3;5;;1;;1;4;34
2187;6;1;2;;1;;;7;17
2188;9;1;;1;;;;1;12
2189;16;7;1;;1;3;4;5;37
2190;3;;;;;;;1;4
2191;2;4;;;;;;;6
2192;35;11;6;4;1;2;7;9;75
2193;23;4;2;1;;1;2;3;36
2194;37;15;7;1;1;;4;8;73
2195;28;7;2;;1;1;10;13;62
2196;10;2;1;;1;;;4;18
2197;63;13;12;1;3;1;2;10;105
2198;11;4;1;;;;;1;17
2199;40;9;7;;1;4;7;6;74
2200;18;7;6;;;;6;2;39
2201;21;8;2;;1;1;5;5;43
2202;13;7;1;1;1;1;1;2;27
2203;46;22;9;2;2;2;12;17;112
2204;8;1;2;4;;;;3;18
2205;77;25;15;2;8;11;39;65;242
2206;47;11;9;2;1;4;13;11;98
2207;108;21;21;5;8;3;25;23;214
2208;31;9;3;;1;8;10;29;91
2209;60;17;9;2;3;5;34;16;146
2210;62;26;13;3;3;6;24;26;163
2211;53;15;13;5;2;8;14;24;134
2212;48;16;8;3;3;5;11;15;109
2213;31;12;4;4;1;2;7;16;77
2214;15;6;2;1;1;;4;5;34
2215;5;2;4;;1;;1;;13
2216;124;37;38;8;6;22;46;25;306
2218;16;15;9;1;19;4;9;7;80
2219;49;30;15;2;5;4;20;19;144
2220;25;20;4;3;2;3;12;11;80
2221;66;29;12;4;2;6;10;19;148
2222;94;37;15;4;7;8;37;18;220
2223;39;20;8;2;1;3;11;18;102
2224;54;15;5;1;5;6;17;20;123
2225;;1;;;;;;;1
2228;39;20;10;5;4;3;19;10;110
2229;41;16;15;1;1;3;7;18;102
2230;30;13;8;3;;5;7;12;78
2232;46;9;10;8;3;9;23;19;127
2233;8;5;3;2;;1;2;3;24
2234;22;9;5;2;3;4;8;9;62
2235;29;9;7;4;1;3;13;30;96
2236;25;10;1;;2;2;3;12;55
2237;15;6;3;2;;1;3;2;32
2238;24;13;7;;3;4;10;16;77
2239;29;13;8;1;;5;3;12;71
2240;2;2;1;;;;;3;8
2242;21;;4;1;;4;3;4;37
2243;37;23;8;3;7;4;14;20;116
2244;5;13;1;;;;3;3;25
2245;29;12;4;;1;1;8;11;66
2246;54;11;6;7;2;2;14;14;110
2247;20;5;1;;1;;4;3;34
2248;5;;;1;;;1;;7
2249;12;10;1;;;1;2;7;33
2250;19;3;1;;;;2;;25
2251;9;7;2;;;;1;2;21
2252;66;19;12;9;7;8;20;16;157
2253;78;19;20;7;5;10;28;18;185
2254;118;18;14;9;4;11;20;11;205
2256;44;19;6;;5;2;12;13;101
2257;131;45;20;4;9;8;30;35;282
2258;27;4;5;1;;2;6;9;54
2259;50;18;16;6;2;4;10;6;112
2261;33;12;6;;1;5;7;12;76
2262;70;28;11;2;3;5;18;25;162
2263;147;32;33;11;9;7;34;18;291
2264;78;33;14;7;9;6;21;17;185
2265;49;16;8;8;3;7;7;9;107
2266;70;29;10;3;4;8;30;22;176
2267;23;20;3;2;;2;8;12;70
2268;29;18;3;1;1;1;5;10;68
2269;42;13;8;1;5;4;9;9;91
2270;12;1;3;;1;2;1;1;21
2271;49;12;10;1;4;2;15;8;101
2272;67;35;13;;2;5;18;25;165
2273;30;14;4;;1;2;9;4;64
2274;16;9;3;;1;1;8;4;42
2275;55;32;19;2;1;4;19;18;150
2276;47;15;15;1;4;2;22;23;129
2277;44;9;15;;3;3;11;12;97
2280;92;33;11;1;8;4;25;34;208
2282;37;11;9;;;4;11;22;94
2283;14;4;;;;;5;1;24
2284;30;16;7;2;1;1;7;13;77
2285;31;14;7;1;1;3;17;8;82
2286;120;49;29;4;10;7;24;7;250
2287;15;4;2;;;;4;1;26
2288;1;;;;1;;;;2
2289;18;2;2;;1;;1;5;29
2290;6;4;1;1;;;;2;14
2291;12;2;1;;1;1;;1;18
2292;111;18;13;5;7;2;5;23;184
2293;15;2;2;;1;;1;3;24
2294;2;2;1;;1;1;;2;9
2295;39;10;5;4;5;4;8;16;91
2296;17;6;4;1;1;3;2;4;38
2297;7;8;4;;;5;3;1;28
2298;16;7;4;;2;2;8;3;42
2299;68;11;10;5;3;7;7;8;119
2300;20;7;8;5;1;4;4;13;62
2301;8;3;1;;1;1;1;;15
2302;9;2;;;;;3;1;15
2303;16;2;1;1;1;2;5;7;35
2304;3;3;3;;;;;;9
2305;25;8;7;;;;1;6;47
2306;14;4;1;;;;3;3;25
2307;18;5;3;2;;;8;8;44
2308;2;;;;;;;1;3
2309;4;2;;;;;1;;7
2310;2;1;1;;1;;;2;7
2311;15;1;2;1;;1;7;3;30
2312;35;8;8;2;1;2;14;7;77
2313;43;16;5;1;1;1;22;24;113
2314;31;5;2;1;;3;12;1;55
2315;14;8;10;;2;3;5;4;46
2316;26;13;2;3;3;;5;13;65
2317;2;;;;;1;;1;4
2318;49;14;10;2;;5;2;14;96
2319;19;4;4;2;1;2;7;7;46
2320;79;30;17;6;6;8;9;21;176
2322;17;6;2;1;2;;6;6;40
8888;3;;3;6;;2;3;7;24
Totale;83.898;25.741;18.052;5.539;5.819;7.551;27.290;28.400;202.290
;;;;;;;;;
(a) Dal 31/12/2005 si fa riferimento alle sezioni di censimento 2001, per gli anni precedenti alle sezioni di censimento 1991. Si tratta di aree cartografiche diverse. Per individuare correttamente le aree di interesse è necessario consultare il sito alla voce - Individua le sezioni sulle mappe o sullo stradario.;;;;;;;;;
