Sezioni 2001;000-004;005-009;010-014;015-019;020-024;025-029;030-034;035-039;040-044;045-049;050-054;055-059;060-064;065-069;070-074;075-079;080-084;085-089;090-094;095-099;100-104;105-109;110 e oltre;Totale
0987;2;1;1;1;5;3;1;8;2;4;2;3;2;2;6;1;;3;;;;;;47
0988;15;13;10;8;15;22;24;21;28;24;18;14;32;22;27;15;12;8;2;;;;;330
0989;5;6;2;2;10;6;7;8;7;8;6;7;3;4;7;6;4;2;;;;;;100
0990;4;8;8;4;6;30;40;30;28;25;25;26;21;18;30;17;13;14;3;;;;;350
0991;11;18;11;10;22;31;29;29;31;31;28;25;19;20;23;16;14;10;1;1;;;;380
0992;14;28;27;18;16;15;20;19;25;17;19;23;23;18;16;16;9;6;1;;;;;330
0993;;;;;;;;;;;;;;;;;;;;;;;;
0994;4;3;4;3;5;7;16;16;24;18;4;5;6;6;5;;1;1;;;;;;128
0995;11;4;13;6;13;16;29;27;17;30;19;15;22;19;25;26;16;9;2;1;;;;320
0996;;;;;;;;1;;1;;;;;;;;;;;;;;2
0997;8;9;8;8;8;14;13;23;18;23;14;19;22;20;19;21;19;8;4;;;;;278
0998;6;7;7;8;6;7;14;17;16;25;24;24;16;25;26;28;28;19;6;3;2;;;314
0999;9;2;5;9;13;10;23;20;16;27;26;14;29;16;14;7;5;5;3;;;;;253
1000;7;15;11;4;6;12;19;22;18;21;5;14;14;15;20;11;5;4;;;;;;223
1001;12;9;9;9;14;14;21;28;18;26;28;19;26;26;27;42;32;34;12;1;;;;407
1002;6;9;13;13;14;12;14;22;22;20;17;15;21;18;23;26;28;10;4;2;1;;;310
1003;16;12;8;6;13;19;31;33;19;24;20;26;32;18;35;22;21;9;1;1;;;;366
1004;20;17;9;15;21;35;39;33;31;31;18;23;22;24;34;22;12;14;2;2;;;;424
1005;12;8;10;10;11;22;30;26;22;20;23;22;22;20;16;20;23;14;3;2;;;;336
1006;13;7;6;8;16;26;41;23;25;16;26;22;17;12;13;24;9;14;4;2;;;;324
1007;20;20;18;18;14;13;18;23;27;26;26;19;12;16;18;16;31;12;2;;;;;349
1008;4;8;7;6;8;3;7;8;10;13;9;14;9;6;3;12;11;4;1;2;1;;;146
1009;;;;;;;;;;;;;;;;;;;;;;;;
1010;7;5;3;6;12;22;20;13;16;8;6;6;10;10;5;8;13;4;3;1;;;;178
1011;2;3;3;3;1;6;5;7;6;7;6;4;8;3;3;5;2;2;;;;;;76
1012;;;;;;;;;1;;;;;;;;;;;;;;;1
1013;10;8;10;4;7;22;24;18;22;12;17;9;15;17;12;11;10;4;;;;;;232
1014;3;7;2;2;1;3;10;12;4;12;4;8;16;4;9;5;11;8;1;1;;;;123
1015;17;19;14;7;23;47;46;33;30;27;29;29;28;26;38;30;19;13;5;1;;;;481
1016;16;10;9;9;13;19;50;35;25;27;23;10;13;21;23;30;16;9;1;1;;;;360
1017;8;6;8;4;7;16;20;18;27;15;17;10;13;4;12;12;9;4;1;;;;;211
1018;6;8;7;6;12;6;13;13;14;11;11;9;7;5;9;3;4;1;4;;1;;;150
1019;3;1;1;2;;4;3;4;7;1;4;4;2;7;6;5;4;1;2;;;;;61
1020;8;3;1;1;3;8;6;8;5;5;4;2;1;4;1;2;1;1;1;1;;;;66
1021;6;5;2;;7;6;11;7;17;10;7;8;5;2;4;4;6;4;3;3;;;;117
1022;3;4;3;1;3;9;11;15;11;9;5;4;3;6;5;3;3;3;;;;;;101
1023;5;1;2;3;2;13;11;15;8;13;8;4;10;5;7;2;5;3;1;;;;;118
1024;15;20;17;16;13;35;27;44;33;44;32;19;23;22;30;25;18;6;4;2;;;;445
1025;;;;;;;;;;;;;;;;;;;;;;;;
1026;;;;;;;;;;;;;;;;;;;;;;;;
1027;4;3;2;;;5;9;5;6;2;5;1;1;3;1;2;;2;;;;;;51
1028;22;18;7;13;24;38;57;45;35;28;35;27;21;22;25;43;23;23;3;;;;;509
1029;16;18;22;16;19;40;41;30;21;37;35;32;21;21;25;19;23;20;7;2;;;;465
1030;;;;;;;;;;;;;;;;;;;;;;;;
1031;3;4;5;3;7;11;8;7;10;8;13;9;15;10;8;13;9;9;5;1;;;;158
1032;12;10;11;10;22;35;34;27;20;29;30;18;22;20;15;18;25;13;4;3;1;;;379
1033;15;12;12;12;10;21;17;32;32;22;29;25;19;19;16;32;25;20;6;2;;;;378
1034;6;3;2;7;1;4;7;3;6;7;4;5;4;3;6;4;;1;2;;;;;75
1035;6;3;7;5;3;5;13;16;8;15;10;12;7;13;14;8;11;6;2;;;;;164
1036;3;1;1;2;7;11;9;8;12;7;5;5;9;7;11;4;1;2;;;;;;105
1037;8;10;8;11;13;16;23;18;23;9;12;4;8;10;7;8;8;5;4;;;;;205
1038;5;5;9;9;6;9;12;20;16;13;12;14;14;13;17;18;9;16;4;;;;;221
1039;;;;;;;;;;;;;;;;;;;;;;;;
1040;;2;4;2;4;4;3;3;7;8;9;4;9;9;11;13;17;9;4;2;;;;124
1041;21;14;18;19;27;49;60;73;57;41;37;38;35;33;48;47;31;17;7;2;;;;674
1042;18;10;18;11;16;30;42;39;29;35;25;19;24;25;32;28;19;25;5;;;;;450
1043;6;8;6;11;14;19;14;24;20;24;25;17;16;11;15;14;24;14;1;2;;;;285
1044;10;3;4;7;16;21;18;11;10;8;14;18;14;8;14;7;3;2;4;;;;;192
1045;;;;;;;;;;;;;;;;;;;;;;;;
1046;4;5;2;5;2;6;8;7;7;6;5;6;4;6;11;2;7;4;2;2;;;;101
1047;4;8;2;4;4;10;7;7;10;13;6;12;4;8;5;5;8;7;1;;;;;125
1048;;;;;;;;;;;;;;;;;;;;;;;;
1049;2;5;2;3;3;4;3;5;7;5;6;1;4;1;3;2;4;;;1;;;;61
1050;;;;;;;1;;;;;;;1;3;1;2;5;5;2;1;;;21
1051;;1;;3;1;2;2;1;;3;8;4;1;3;3;6;3;3;;;;;;44
1052;15;15;18;16;13;10;17;21;31;27;21;37;28;27;14;30;19;20;3;1;;;;383
1053;3;4;3;2;1;2;4;5;6;4;4;10;3;4;4;9;4;1;1;1;;;;75
1054;17;19;19;25;21;20;20;33;29;26;32;24;29;22;22;27;22;24;12;1;;;;444
1055;6;14;11;10;14;22;24;27;24;28;21;11;20;26;26;23;24;8;3;;;;;342
1056;11;8;4;5;15;23;30;21;24;18;15;16;18;12;13;14;14;10;;;;;;271
1057;10;8;13;11;12;22;20;17;28;10;16;14;12;13;13;18;19;20;2;1;;;;279
1058;4;3;1;2;7;6;9;8;6;10;12;12;8;7;7;15;10;11;2;;;;;140
1059;1;1;;;;3;;2;1;2;2;2;1;4;1;5;6;1;1;;;;;33
1060;9;1;5;7;4;14;25;11;18;7;14;14;11;2;9;12;8;10;1;;;;;182
1061;15;9;10;9;20;30;35;19;29;26;17;17;16;15;19;11;12;5;2;;;;;316
1062;2;5;1;1;1;3;7;5;8;4;4;2;3;3;3;5;5;2;;;;;;64
1063;1;1;;1;2;3;5;2;2;1;1;4;1;5;2;1;2;2;1;2;;;;39
1064;22;21;16;12;13;24;27;32;41;39;26;24;34;34;48;37;21;12;5;5;;;;493
1065;6;5;5;5;8;12;13;4;8;7;10;19;16;19;11;14;7;4;2;1;;;;176
1066;9;6;17;7;10;10;15;19;15;27;22;12;25;18;23;21;18;10;3;4;;;;291
1067;3;1;3;5;3;8;6;14;9;6;8;8;15;5;6;5;3;2;1;;;;;111
1068;10;9;10;7;11;17;27;29;24;24;14;17;13;20;27;17;12;13;2;;;;;303
1069;4;3;;;1;1;8;6;1;1;2;7;5;5;4;1;5;8;3;;;;;65
1070;19;18;5;8;14;17;27;45;30;29;14;19;21;14;19;11;19;11;5;1;;;;346
1071;17;18;13;12;15;17;43;38;34;22;25;24;37;30;18;18;16;8;1;;;;;406
1072;;1;1;;1;;1;1;;;2;;1;;;;;1;1;;;;;10
1073;4;3;3;2;;5;6;6;3;5;4;3;1;3;8;3;2;2;1;;;;;64
1074;9;17;8;7;13;11;9;32;35;24;21;15;18;17;30;15;6;10;2;;;;;299
1075;1;1;1;;2;5;14;4;4;4;9;5;1;1;1;1;;2;;;;;;56
1076;;;;;;1;1;;;1;;3;;;1;1;1;;;;;;;9
1077;18;13;5;5;5;21;28;39;23;28;15;11;18;25;27;26;19;26;11;1;;;;364
1078;;;;;;;;;;;;;;;;;;;;;;;;
1079;8;18;19;17;20;14;33;27;29;45;31;17;23;30;52;45;37;19;5;3;;;;492
1080;;;;;;;;;;;;;;;;;;;;;;;;
1081;6;18;15;13;22;26;24;35;42;40;32;24;40;61;72;85;34;21;6;4;;;;620
1082;5;6;6;8;4;7;4;7;11;9;12;6;6;5;18;12;8;2;;;;;;136
1083;2;2;;2;;;;1;7;7;4;1;1;3;4;9;8;2;2;;;;;55
1084;;;;;;;;;;;1;;;1;;;;;;;;;;2
1085;1;;;;1;;;;;;;1;;;;;;;;;;;;3
1086;22;29;29;28;34;33;36;60;59;82;56;46;46;35;41;21;21;3;1;;;;;682
1087;;;;;1;;;;;1;3;;;;;;;;;;;;;5
1088;;;;;;;;;;;;;;;;;;;;;;;;
1089;6;4;5;3;6;5;8;8;3;6;6;3;6;8;5;7;4;6;;;1;;;100
1090;16;16;10;6;14;30;23;29;34;22;27;64;74;71;61;38;20;17;6;;1;;;579
1091;18;27;29;30;18;21;46;57;51;34;31;42;59;54;57;29;17;13;11;1;;;;645
1092;37;25;30;30;52;41;47;52;54;63;68;74;47;47;41;19;14;7;4;1;;;;753
1093;15;17;17;20;20;8;16;17;27;26;18;17;23;24;16;19;14;2;;;;;;316
1094;;;;;;;;;;;;;;;;;;;;;;;;
1095;;;;;;;;;;;;;;;;;;;;;;;;
1096;;;;;;;;;;;;;;;;;;;;;;;;
1097;17;15;12;14;18;17;15;34;40;42;34;23;17;19;73;78;43;22;6;;;;;539
1098;20;22;30;34;28;20;16;15;25;29;36;16;11;13;24;21;26;8;;1;;;;395
1099;7;5;11;5;24;25;21;28;21;17;11;24;7;13;5;6;7;4;;;;;;241
1100;1;;;;;;2;;1;1;1;;;;;;;;;;;;;6
1101;13;12;10;19;28;22;21;28;22;38;49;46;50;35;31;18;17;10;8;3;;;;480
1102;14;26;31;30;13;16;15;20;24;27;30;13;26;31;33;43;15;6;1;;;;;414
1103;;;;;;;;;;;;;;;;;;;;;;;;
1104;4;15;22;16;13;13;15;20;22;30;28;23;20;36;35;29;35;11;5;1;;;;393
1105;8;16;23;25;16;14;14;17;23;27;22;18;12;13;23;24;14;9;3;;1;;;322
1106;9;13;13;10;10;12;11;13;21;31;12;12;15;19;28;31;14;11;3;;;;;288
1107;14;7;17;22;24;14;11;22;32;40;26;24;28;41;51;53;31;13;3;1;;;;474
1108;9;10;11;6;6;8;13;17;15;9;19;19;39;25;18;17;5;3;3;;;;;252
1109;7;8;5;9;8;8;7;10;12;15;18;16;26;9;14;5;2;3;1;1;1;;;185
1110;;;;;;;;;;;;3;2;1;;;1;1;;;;;;8
1111;;;;;1;3;1;;1;1;2;2;6;5;;1;3;;;;;;;26
1112;5;5;6;3;13;11;15;21;9;7;3;3;3;;;;;;;;;;;104
1113;;2;2;3;4;4;1;2;3;9;3;;;1;4;1;3;;;;;;;42
1114;5;4;7;6;1;1;4;5;1;1;2;2;1;;;;;;;;;;;40
1115;2;;;;;;2;;1;;;;;;1;;;;;;;;;6
1116;3;;;;1;3;6;8;1;;1;4;1;3;2;;;1;1;;;;;35
1117;;;;;;;;;;;;;;;;;;;;;;;;
1118;;;1;2;2;;;2;1;1;2;3;2;;1;1;;;;1;;;;19
1119;6;3;1;1;3;3;5;2;4;4;1;1;3;2;;1;1;1;;1;;;;43
1120;3;4;;2;1;1;3;4;6;4;1;1;2;3;2;2;1;;;;;;;40
1121;;;;;;;;;;;;;;;;;;;;;;;;
1122;;;;;;;;;;;;;;;;;;;;;;;;
1123;;1;;;;1;;1;;;1;;2;;;;;;;;;;;6
1124;;;;;;;;;;;;;;;;;;;;;;;;
1125;2;;;;;;1;1;1;;;;;;1;;1;;;;;;;7
1126;;3;1;;;;2;;;;;;;;;;;;;;;;;6
1127;;;;;;;;;;;;;;;;;;;;;;;;
1128;8;4;4;5;5;;1;;4;;1;1;;;;;;1;1;;;;;35
1129;;;;;;;;;;;;;;;;;;;;;;;;
1130;;2;;;;;1;2;2;;1;2;;2;1;;2;1;;;;;;16
1131;;;;;;;;;;;;;;;;;;;;;;;;
1132;7;11;14;16;18;9;14;17;20;23;21;28;26;20;19;9;7;14;4;1;;;;298
1133;;;;;;;;;;;;;;;;;;;;;;;;
1134;;2;2;1;1;2;2;7;2;3;2;1;3;1;2;1;2;;;;;;;34
1135;;;;;;;;4;;2;;;1;;2;;1;;;;;;;10
1136;19;24;32;24;25;29;30;39;42;37;48;33;27;37;31;20;19;10;5;4;;;;535
1137;4;3;4;2;3;5;7;4;11;3;9;10;11;5;8;2;4;4;1;1;;;;101
1138;7;12;10;10;9;10;11;19;20;17;23;8;12;17;12;7;12;4;2;2;;;;224
1139;25;19;14;12;15;19;26;37;36;20;19;20;18;19;17;8;21;6;3;;;;;354
1140;2;5;5;3;2;;;4;7;1;5;3;6;4;2;;2;1;1;1;;;;54
1141;6;3;;;;2;3;4;3;4;2;3;1;3;;1;1;;;;;;;36
1142;1;;;;1;;2;2;2;1;1;1;1;;3;2;1;;;;;;;18
1143;6;12;15;3;10;8;10;10;9;18;13;12;15;6;14;2;5;3;1;;;;;172
1144;4;5;8;3;6;3;9;7;7;12;6;13;7;5;7;4;3;5;1;1;;;;116
1145;9;16;23;10;15;13;13;14;24;26;14;21;14;13;11;7;9;5;;;;;;257
1146;1;1;4;1;1;4;4;4;3;7;8;4;5;7;3;3;1;1;;1;;;;63
1147;7;6;12;2;6;8;7;8;13;4;9;6;9;3;5;6;3;4;1;;;;;119
1148;22;17;26;18;18;21;35;48;36;51;53;32;44;33;26;23;34;26;5;4;;;;572
1149;;3;1;1;1;1;2;1;3;6;2;1;2;1;2;1;2;;1;;;;;31
1150;;1;3;2;1;;;;1;3;1;2;1;1;1;2;1;;;;;;;20
1151;8;2;5;5;11;11;14;11;15;12;17;17;12;11;11;14;6;2;3;1;;;;188
1152;13;10;17;14;9;19;11;29;19;27;21;23;13;17;17;15;5;14;4;2;;;;299
1153;5;2;4;3;;3;4;5;7;6;5;2;2;2;2;3;1;3;1;;;;;60
1154;8;12;12;12;11;9;8;15;19;21;16;13;13;11;14;6;4;4;2;1;;;;211
1155;11;18;8;9;10;16;15;9;19;27;16;18;8;17;15;9;8;8;5;;;;;246
1156;19;16;13;8;12;12;15;14;29;24;25;25;35;24;14;18;14;10;4;2;;;;333
1157;1;;2;;;;1;1;2;2;;2;4;2;2;;;;;;;;;19
1158;3;3;2;4;5;2;1;6;4;5;3;6;3;2;1;3;2;2;;;;;;57
1159;;;2;;;;;1;;1;3;2;1;1;;;2;3;;;;;;16
1160;;;;;;;;;;;;;;;;;;;;;;;;
1161;;;;;;;;;;;;;;;;;;;;;;;;
1162;50;66;84;76;68;53;63;107;101;92;87;47;39;41;36;21;17;20;4;3;1;;;1.076
1163;6;7;;3;1;3;2;8;7;5;1;;1;6;3;4;3;;1;1;;;;62
1164;2;2;2;6;6;1;5;2;5;6;5;2;4;4;4;2;4;4;1;;;;;67
1165;16;18;7;10;12;7;14;16;15;11;20;18;21;20;9;10;6;3;3;1;;;;237
1166;;8;6;7;8;5;4;6;10;11;9;15;6;1;9;3;10;;1;1;;;;120
1167;4;6;17;10;3;8;5;6;12;19;14;7;7;5;6;8;8;3;;1;;;;149
1168;2;2;6;5;;2;3;6;5;12;3;4;3;5;6;1;2;2;1;2;;;;72
1169;2;3;3;11;8;3;2;4;4;11;11;7;2;;2;6;3;3;;;;;;85
1170;11;11;21;13;11;7;19;12;26;38;21;22;16;28;16;14;10;9;3;2;;;;310
1171;3;3;5;8;5;5;3;3;6;3;8;8;8;4;2;1;2;;;1;;;;78
1172;4;8;10;5;5;6;7;8;8;17;6;8;9;6;11;8;2;1;2;;;;;131
1173;4;3;2;1;2;3;1;3;4;2;7;8;5;1;3;2;4;4;1;1;;;;61
1174;4;6;9;7;3;5;7;3;7;7;11;13;3;6;5;;5;7;1;1;;;;110
1175;1;6;1;4;1;2;4;4;3;3;5;5;7;12;9;8;12;13;11;2;;;;113
1176;5;6;;1;4;5;3;6;4;7;6;2;6;4;1;2;;;;;;;;62
1177;5;3;1;2;2;;4;2;5;2;2;1;3;;1;;;;;;;;;33
1178;;;;1;3;3;;1;1;1;1;3;4;1;1;;;1;;;;;;21
1179;2;1;3;1;1;1;5;1;5;4;6;4;5;3;;;;1;;;;;;43
1180;;;;;;;;;;;;;;;;;;;;;;;;
1181;8;11;5;8;7;2;5;5;9;13;13;8;6;4;6;4;2;1;;;;;;117
1182;;;1;4;;;;;3;6;1;3;;1;2;;3;;;;;;;24
1183;;;3;4;2;1;1;2;2;4;4;5;2;2;2;4;1;1;;;;;;40
1184;2;1;2;;;4;2;4;2;;1;2;1;1;;1;3;;;;;;;26
1185;;2;1;;;;;;1;2;;1;;2;;;2;;;;;;;11
1186;1;3;1;1;;;2;;2;;2;;1;;;;1;;;;;;;14
1187;7;4;6;5;5;4;9;7;11;9;6;11;5;10;5;1;2;2;;;;;;109
1188;10;6;13;8;8;4;9;7;20;8;12;6;11;9;4;3;5;3;2;;;;;148
1189;;;;;;;;;;;;;;;;;;;;;;;;
1190;6;6;9;2;6;7;2;3;14;9;9;7;5;4;2;7;6;;;;;;;104
1191;3;5;7;3;;1;6;3;6;4;4;1;3;1;1;1;1;;;;;;;50
1192;1;;3;1;1;1;3;1;2;1;6;4;2;1;;5;;1;;;;;;33
1193;1;3;2;2;1;;;;5;3;4;1;;;1;1;1;;1;;;;;26
1194;;;;;;2;;;;;;1;;;;;;;;;;;;3
1195;;;;;;;;1;;;1;;;;1;;;1;;;;;;4
1196;;2;;;1;1;3;2;1;2;;;;;1;;;;;;;;;13
1197;4;2;2;3;3;2;;2;2;1;1;;2;1;2;;;;;;;;;27
1198;;1;1;;;;;;1;;1;;1;;;;;;;;;;;5
1199;;1;;;1;1;1;3;1;1;;2;;;3;1;;;;;;;;15
1200;1;4;3;3;4;;3;4;1;5;6;7;6;6;2;;1;;3;;;;;59
1201;5;2;3;1;;1;;3;6;2;2;3;4;2;;;;1;;;;;;35
1202;3;2;2;2;4;1;1;3;2;6;3;6;2;1;1;3;;;;;;;;42
1203;1;4;4;10;3;;1;1;3;7;9;6;2;2;1;4;3;1;;;;;;62
1204;1;2;2;;2;1;2;2;3;2;2;2;1;;;;;;;;;;;22
1205;3;1;2;2;1;3;2;3;7;5;3;1;;;;2;;;;;;;;35
1206;2;6;3;2;2;1;2;2;6;5;;1;2;;2;;;1;;;;;;37
1207;5;6;8;4;1;2;3;6;9;8;11;8;6;9;7;1;1;2;5;2;;;;104
1208;;;;;;;;;;;;;;;;;;;;;;;;
1209;;1;2;2;3;1;1;;1;3;7;2;1;1;3;2;1;;;;;;;31
1210;3;2;3;1;4;2;;5;2;2;1;2;3;2;;3;3;2;;;;;;40
1211;;1;1;;2;;1;2;2;4;2;1;2;1;;1;;1;1;;;;;22
1212;2;1;;1;2;;2;4;4;1;7;5;7;6;4;4;5;1;;;;;;56
1213;2;4;6;5;3;8;12;7;11;19;12;4;6;12;4;6;3;3;;;;;;127
1214;2;1;;3;5;2;7;5;5;3;4;4;5;5;3;1;1;1;;;;;;57
1215;;1;;;;2;2;2;2;4;1;1;1;;1;;;;;;;;;17
1216;10;1;2;4;8;14;13;13;7;14;13;9;12;10;7;6;6;4;;;;;;153
1217;;1;;;;;;;2;1;;1;;;;;;;;;;;;5
1218;4;15;7;6;5;6;4;10;10;23;17;7;4;7;4;8;3;2;1;;;;;143
1219;;1;3;5;7;5;2;;1;3;4;3;6;;;1;1;2;1;;;;;45
1220;;;;;;;;;;;;;;;;;;;;;;;;
1221;;;;;;;;;;;;;;;;;;;;;;;;
1222;7;6;5;3;2;4;1;13;14;19;5;7;6;10;13;8;7;1;;;;;;131
1223;8;5;2;6;6;7;8;11;13;11;13;5;9;6;3;4;5;6;1;;;;;129
1224;1;1;;4;2;3;2;1;4;1;6;3;7;2;2;2;1;;;;;;;42
1225;1;5;3;;2;3;4;7;4;3;2;4;5;4;;;;;;;;;;47
1226;;;;;1;5;1;4;2;1;3;2;3;2;1;;2;;;;;;;27
1227;4;7;6;3;2;5;4;8;6;13;5;5;9;10;10;9;3;2;1;;;;;112
1228;6;3;6;3;4;10;6;7;11;13;8;7;12;9;10;7;7;7;2;;;;;138
1229;6;1;1;2;4;6;19;13;14;9;9;9;12;12;10;2;1;4;3;;;;;137
1230;6;6;8;7;11;7;27;15;11;20;19;7;11;11;9;5;6;2;;;;;;188
1231;1;2;4;7;3;10;14;13;12;9;9;16;15;11;2;7;2;2;1;2;;;;142
1232;7;7;6;13;12;21;20;15;24;18;25;27;14;14;7;7;10;6;3;2;;;;258
1233;13;13;15;11;13;27;30;31;44;34;26;16;32;26;24;13;17;14;3;2;;;;404
1234;10;8;4;4;9;10;16;19;23;19;9;19;12;5;4;4;8;8;1;;;;;192
1235;15;6;15;10;9;10;18;23;25;26;34;22;11;12;16;10;9;9;8;1;;;;289
1236;12;4;6;4;7;18;23;15;31;13;18;12;11;15;5;3;6;1;;;;;;204
1237;4;5;7;5;16;20;23;21;21;18;19;15;20;18;12;10;8;4;3;1;1;;;251
1238;9;4;8;5;5;15;17;23;20;22;15;23;17;10;8;8;11;2;5;1;;;;228
1239;10;11;5;7;9;12;20;30;28;15;18;13;21;10;14;6;6;3;2;;;;;240
1240;9;14;12;13;9;19;16;14;25;25;23;23;11;14;10;18;6;9;1;1;;;;272
1241;11;10;17;10;7;13;13;15;25;30;24;22;16;19;24;16;17;9;6;1;;;;305
1242;;;;;;;;;;;;;;;;;;;;;;;;
1243;6;4;3;2;3;4;1;2;5;12;2;3;3;4;1;;2;2;;;;;;59
1244;;;;;;;;;;;;;;;;;;;;;;;;
1245;19;27;15;17;23;25;40;27;50;42;31;31;36;29;22;14;12;5;4;;;;;469
1246;8;10;5;10;9;9;8;12;16;14;16;22;13;12;8;10;8;9;4;;;;;203
1247;1;2;1;3;1;3;3;2;1;4;4;3;4;;2;1;1;;;;;;;36
1248;4;4;;;2;3;7;10;5;8;1;5;2;3;2;2;2;;;;;;;60
1249;;;1;;1;2;;1;;;1;;1;3;2;1;;;;;;;;13
1250;2;1;;1;;;2;2;4;3;;3;3;1;1;;;;;;;;;23
1251;2;1;;1;;1;3;1;4;1;4;3;2;3;2;2;1;;;1;;;;32
1252;;;;;;;;;;;;;;;;;;;;;;;;
1253;;;;;;;;;;;;;;;;;;;;;;;;
1254;1;2;1;3;;2;3;1;4;2;6;4;2;2;4;1;1;;;;;;;39
1255;3;;;;4;3;3;2;4;5;4;4;3;2;5;2;1;3;;;;;;48
1256;10;7;6;6;4;7;9;13;11;11;15;11;9;8;4;9;9;3;1;;;;;153
1257;2;;;;2;1;5;4;1;2;3;1;3;2;4;2;;2;;;;;;34
1258;4;5;1;1;;;1;4;5;6;3;4;3;1;;3;;;;;;;;41
1259;9;4;5;5;7;6;19;15;14;8;10;10;13;11;12;8;9;2;5;;;;;172
1260;1;1;1;2;1;1;3;2;2;4;8;4;2;2;4;2;2;1;1;;;;;44
1261;12;16;11;4;6;8;9;13;22;19;12;7;12;12;11;8;8;4;;;1;;;195
1262;3;2;1;;1;8;;5;2;3;;7;2;5;4;2;2;4;;;;;;51
1263;4;4;6;4;5;6;10;8;15;12;7;7;8;4;11;6;4;2;1;1;;;;125
1264;21;16;11;3;18;25;60;37;41;28;17;31;26;13;11;7;2;3;3;;;;;373
1265;;1;1;;1;8;5;;4;3;2;5;6;5;1;;1;3;;;;;;46
1266;;1;1;1;1;1;1;;;2;2;;1;;;;;;1;;;;;12
1267;1;;2;3;1;4;4;3;2;5;3;4;4;4;5;2;1;3;1;;;;;52
1268;12;11;12;18;7;14;22;26;28;22;30;16;22;13;13;14;11;6;1;2;;;;300
1269;8;9;16;14;12;23;21;29;17;30;19;18;18;11;14;15;9;6;5;3;;;;297
1270;13;16;11;15;12;15;25;33;31;21;30;26;22;22;17;15;8;13;5;1;1;;;352
1271;7;6;4;8;15;18;22;17;25;17;21;20;23;18;8;9;7;2;3;;;;;250
1272;12;16;10;8;18;33;27;43;29;32;24;18;15;17;11;10;4;6;1;2;;;;336
1273;7;7;5;1;14;19;20;23;21;12;16;18;15;9;10;3;9;2;4;;;;;215
1274;23;15;10;12;20;29;40;32;39;38;23;38;30;23;20;14;14;6;2;1;;;;429
1275;13;2;5;7;17;34;31;44;16;21;23;24;22;9;12;5;9;10;1;;;;;305
1276;11;16;14;14;17;21;29;31;32;29;17;29;20;21;19;9;16;10;6;2;;;;363
1277;12;15;10;11;9;18;26;23;26;22;21;18;17;5;14;17;16;10;3;;;;;293
1278;5;7;5;7;9;10;17;16;11;9;18;14;9;9;12;2;5;1;;1;;;;167
1279;12;12;16;5;7;15;20;20;11;14;19;14;7;14;8;7;4;6;2;1;;;;214
1280;6;13;12;9;9;13;24;17;24;32;15;16;12;16;7;13;9;5;1;1;;;;254
1281;11;10;9;7;15;19;28;20;23;14;22;25;16;5;13;6;5;5;1;;;;;254
1282;3;1;1;3;4;17;13;11;11;8;6;4;3;9;4;2;1;1;2;;;;;104
1283;;;;2;1;3;;4;;2;1;3;1;1;;1;;1;;;;;;20
1284;8;21;13;11;11;14;21;26;29;20;28;14;21;10;5;13;15;8;2;1;;;;291
1285;8;3;7;14;8;16;15;20;22;18;17;16;20;19;10;12;6;10;1;;;;;242
1286;1;3;4;1;6;;1;3;5;7;5;5;6;1;6;1;3;2;1;;;;;61
1287;2;4;3;5;6;4;6;1;7;6;8;6;10;6;3;3;6;4;;;;;;90
1288;6;8;2;7;7;12;11;8;20;17;9;10;12;7;6;9;8;5;7;5;;;;176
1289;8;9;12;9;14;27;28;20;22;23;18;37;13;11;8;5;10;12;;1;;;;287
1290;3;2;2;1;4;3;9;12;10;9;4;5;5;3;6;5;2;5;1;2;;;;93
1291;1;;1;;;1;1;3;1;2;2;2;2;2;;3;1;;;;;;;22
1292;;;;;;;;;;;;;;;;;;;;;;;;
1293;3;;3;1;4;3;10;7;5;8;6;6;7;10;3;5;3;4;1;;;;;89
1294;9;5;13;9;11;25;36;32;31;31;26;25;16;15;13;4;8;7;1;;;;;317
1295;8;6;3;7;14;10;13;15;19;13;19;11;10;5;8;5;9;4;2;;;;;181
1296;10;17;18;16;17;9;11;22;29;26;28;29;23;15;25;17;13;7;3;3;;;;338
1297;;;;;;1;;;1;;;;;2;;1;1;;;;;;;6
1298;2;3;2;6;1;1;5;5;5;4;5;2;2;2;4;3;6;2;;;;;;60
1299;;;;;;;;;;;;;;;;;;;;;;;;
1300;25;14;21;13;14;18;41;52;46;40;25;29;32;26;11;18;19;16;2;5;;;;467
1301;5;11;8;5;9;12;12;8;9;14;12;9;20;18;21;13;10;10;3;2;;;;211
1302;11;7;3;2;;1;6;11;11;7;7;5;5;3;4;5;1;1;1;1;;;;92
1303;16;25;18;20;28;24;23;32;36;44;31;46;29;31;33;19;16;14;7;3;;;;495
1304;6;14;14;13;12;21;23;11;18;29;30;21;19;15;21;10;16;9;4;1;;;;307
1305;21;10;15;18;29;45;33;46;18;37;37;35;24;21;25;24;8;17;8;4;;;;475
1306;;;;;;;;;;;;;;;;;;;;;;;;
1307;5;4;9;12;5;14;15;8;8;22;18;14;17;8;13;16;12;16;4;;;;;220
1308;6;8;4;8;6;5;18;26;16;15;20;8;7;8;17;6;18;14;2;;;;;212
1309;6;2;1;3;7;11;7;10;7;12;11;10;10;3;9;4;5;4;2;;;;;124
1310;5;8;10;5;10;14;7;12;10;18;19;20;14;18;14;7;13;6;;;1;;;211
