;;;;;;;;
Popolazione residente immigrata per sezione e luogo di immigrazione -  Maschi;;;;;;;;(a)
al 31 Dicembre 2010;;;;;;;;
Sezioni 2001 (b);1. Comuni della provincia Bologna;2. Altre province Emilia-Romagna;3. Italia nord occidentale;4. Italia nord orientale;5. Italia centrale;6. Italia meridionale e insulare;7. Stati esteri;Totale
0431;21;5;2;4;;12;3;47
0432;14;1;1;1;;2;1;20
0433;;;;;;;;
0434;4;1;;;;5;1;11
0435;41;5;3;2;4;18;10;83
0436;;;;;;;;
0437;;;;;;;;
0438;1;;;;;;9;10
0439;51;13;3;1;8;32;9;117
0440;;;;;;;;
0441;4;1;;;;1;2;8
0442;51;16;5;2;8;65;4;151
0443;;;;;;;1;1
0444;34;6;3;6;4;16;16;85
0445;2;2;;;1;;;5
0446;5;2;1;;;2;3;13
0447;29;6;;1;1;7;;44
0448;9;7;2;;1;10;1;30
0449;4;;;;;;1;5
0450;4;;;;;;2;6
0451;1;1;;;2;2;;6
0452;107;43;8;11;8;39;20;236
0453;2;;;;;;1;3
0454;3;;1;;;2;6;12
0455;;;;;;1;;1
0456;2;;1;;1;;;4
0457;11;4;3;2;2;5;7;34
0458;7;;;1;1;4;7;20
0459;1;;;;;;;1
0460;11;;;1;;3;5;20
0461;;;;;;;;
0462;1;;;;;;;1
0463;130;32;13;15;15;49;9;263
0464;21;6;1;1;1;14;3;47
0465;25;8;2;;1;5;11;52
0466;33;9;2;1;5;10;13;73
0467;24;7;2;2;6;16;28;85
0468;42;12;1;1;6;21;14;97
0469;51;9;6;1;7;11;8;93
0470;6;;;;1;5;;12
0471;6;2;;;;2;5;15
0472;27;10;3;2;10;20;20;92
0473;9;3;2;1;4;7;1;27
0474;43;7;4;2;5;16;30;107
0475;;;;;;;;
0476;;;;;;;;
0477;5;;4;;;3;3;15
0478;10;;;;1;5;2;18
0479;;;;;;;;
0480;10;1;3;;;6;16;36
0481;50;14;9;4;3;25;4;109
0482;7;1;;1;2;3;;14
0483;5;1;;2;1;4;;13
0484;5;1;;;2;3;;11
0485;57;24;2;4;12;30;14;143
0486;42;9;1;4;3;17;7;83
0487;;;;;;;;
0488;;;;;;;;
0489;2;;;;;;;2
0490;;1;;;;;;1
0491;6;;;2;1;1;;10
0492;;;;;;;;
0493;10;1;;;1;2;2;16
0494;3;1;2;;;1;;7
0495;4;;;;;;;4
0496;7;;2;;;2;3;14
0497;4;;;;;1;;5
0498;;;;;;;;
0499;4;;;;1;;5;10
0500;16;4;1;;;5;2;28
0501;43;5;2;2;3;21;9;85
0502;6;;;;;4;2;12
0503;140;30;9;12;18;69;26;304
0504;4;;;;1;;1;6
0505;;;;;;;;
0506;;;1;;;1;;2
0507;;;;;;;;
0508;3;1;1;;;;;5
0509;3;2;1;;;2;1;9
0510;;;;;;;;
0511;;;;;;;;
0512;1;;;;;;2;3
0513;;;;;;;;
0514;1;1;1;;;1;;4
0515;;1;1;;;;;2
0516;2;;;;;;;2
0517;12;;;;1;;1;14
0518;;;;;;;;
0519;1;;;;;;;1
0520;;;;;;;;
0521;2;;;;3;1;;6
0522;2;3;;;;1;;6
0523;3;1;1;;2;1;3;11
0524;2;;;1;;1;;4
0525;3;;;;;1;;4
0526;3;;;;;2;;5
0527;;;;;;;;
0528;1;2;;;;2;2;7
0529;;;;;;;;
0530;3;1;;;;;3;7
0531;;;;;;;;
0532;;;;;;;;
0533;;;;;;;;
0534;4;8;2;3;1;10;;28
0535;;;;;;;;
0536;82;24;5;4;15;60;38;228
0537;;;;;;;;
0538;2;;;;1;3;;6
0539;42;16;6;7;7;16;2;96
0540;;1;;;;1;;2
0541;3;2;1;;1;1;2;10
0542;5;1;;;;1;1;8
0543;46;9;3;6;10;18;18;110
0544;6;2;1;2;;7;3;21
0545;80;22;12;3;4;38;8;167
0546;23;2;;1;2;20;3;51
0547;32;14;3;2;5;17;20;93
0548;2;3;;;;3;2;10
0549;;;;;;;;
0550;35;10;3;;9;21;13;91
0551;20;10;4;1;2;11;10;58
0552;43;14;4;4;8;30;14;117
0553;58;19;7;3;8;29;18;142
0554;55;9;4;1;11;24;11;115
0555;2;;;;;;;2
0556;2;;;;;2;;4
0557;;;;;;;;
0558;11;3;1;1;1;6;1;24
0559;8;1;1;3;3;7;3;26
0560;2;;;;;;;2
0561;5;;;;;3;;8
0562;40;24;7;3;7;27;26;134
0563;35;7;4;2;4;14;17;83
0564;4;3;;;;1;1;9
0565;1;;;;;;;1
0566;3;;;;1;1;1;6
0567;3;;1;;;;;4
0568;;;;;;;;
0569;8;3;;3;4;6;11;35
0570;15;7;2;1;2;10;11;48
0571;38;16;7;6;6;29;31;133
0572;45;16;6;5;2;14;6;94
0573;33;11;4;2;6;34;23;113
0574;31;8;2;1;5;23;18;88
0575;109;21;10;3;11;19;8;181
0576;50;21;4;6;4;12;8;105
0577;52;16;4;4;6;8;4;94
0578;2;;;;;;2;4
0579;4;2;;;2;3;2;13
0580;3;;1;2;;4;;10
0581;1;1;;;;;;2
0582;;;;;;;;
0583;1;2;;;;1;;4
0584;3;3;;;;3;;9
0585;8;2;;1;1;8;4;24
0586;20;7;3;2;9;12;69;122
0587;13;2;2;;27;10;43;97
0588;9;4;1;2;1;15;9;41
0589;80;14;8;6;7;45;19;179
0590;2;1;;;1;;;4
0591;13;4;2;1;;20;6;46
0592;38;7;5;6;8;52;24;140
0593;;;;;;;;
0594;43;10;1;5;5;19;14;97
0595;78;21;10;3;10;28;13;163
0596;21;6;5;1;3;17;8;61
0597;7;1;2;;;4;;14
0598;52;10;8;5;9;37;18;139
0599;;;;;;;;
0600;2;2;;;;1;1;6
0601;;;;;;;;
0602;;;;;;1;;1
0603;17;10;5;3;4;15;12;66
0604;22;12;5;3;8;24;18;92
0605;;;;;;;;
0606;;;;;;;;
0607;;;;;;;;
0608;17;9;4;4;5;14;8;61
0609;22;9;4;9;9;40;14;107
0610;20;18;4;15;10;33;4;104
0611;;;;;;;;
0612;;;;;;;;
0613;7;4;1;;;4;;16
0614;28;9;3;5;8;29;4;86
0615;22;11;7;7;6;21;4;78
0616;14;4;6;2;5;18;1;50
0617;9;13;;3;8;21;4;58
0618;12;8;7;10;5;10;9;61
0619;30;12;4;2;7;22;12;89
0620;7;6;3;1;2;9;10;38
0621;;;;;;;;
0622;;;;;;;;
0623;6;;;;1;3;;10
0624;;;;;;;;
0625;4;;3;2;1;9;2;21
0626;16;10;2;2;6;26;45;107
0627;28;17;9;4;11;35;9;113
0628;;;;;;;;
0629;9;3;4;1;1;10;5;33
0630;24;7;4;3;7;34;22;101
0631;;;;;;;;
0632;16;6;2;;3;13;7;47
0633;;;;;;;;
0634;26;9;6;7;20;23;12;103
0635;18;1;1;;2;10;9;41
0636;9;4;1;1;4;13;4;36
0637;30;24;10;6;12;39;14;135
0638;18;7;4;;2;15;2;48
0639;1;1;;;;;4;6
0640;;;;;;;;
0641;12;7;3;1;5;8;2;38
0642;4;8;1;4;2;10;;29
0643;7;7;7;;2;10;3;36
0644;21;11;2;4;2;14;2;56
0645;11;5;3;3;3;10;13;48
0646;22;9;9;1;8;21;14;84
0647;16;3;6;;6;20;7;58
0648;1;;;;;;;1
0649;14;7;1;4;7;20;9;62
0650;26;11;9;2;10;29;12;99
0651;21;13;7;9;6;26;14;96
0652;36;16;7;8;10;25;26;128
0653;1;;;1;;1;1;4
0654;6;5;1;;4;4;5;25
0655;5;2;1;;;2;;10
0656;21;12;5;2;5;14;6;65
0657;38;15;8;8;16;17;10;112
0658;;;;;;;;
0659;;;;;;;;
0660;;;;;;;;
0661;30;24;10;8;14;36;13;135
0662;38;11;5;13;13;23;18;121
0663;8;3;5;2;7;5;2;32
0664;8;11;7;5;7;27;1;66
0665;12;11;3;1;7;10;6;50
0666;16;10;7;1;6;7;9;56
0667;20;10;8;8;11;15;21;93
0668;11;4;5;4;6;8;8;46
0669;11;9;2;1;4;16;22;65
0670;21;5;2;4;2;15;19;68
0671;23;8;5;6;19;22;10;93
0672;26;4;7;7;7;28;17;96
0673;15;8;4;3;2;12;7;51
0674;15;7;7;7;8;10;7;61
0675;6;3;1;1;4;5;2;22
0676;11;8;1;3;3;12;1;39
0677;2;9;1;3;4;7;6;32
0678;;;;;;;;
0679;12;3;2;;5;11;4;37
0680;1;;;;;4;;5
0681;22;18;9;6;8;23;13;99
0682;7;6;4;1;2;5;7;32
0683;9;5;5;;5;14;8;46
0684;32;16;11;;9;27;3;98
0685;;;1;2;1;;;4
0686;4;4;1;2;3;4;1;19
0687;3;1;;3;;;3;10
0688;;;;;1;4;2;7
0689;;;;;;;;
0690;5;2;;2;1;7;;17
0691;6;3;5;;4;10;1;29
0692;4;;2;2;1;5;;14
0693;9;3;2;5;4;5;13;41
0694;2;1;1;;;4;4;12
0695;11;2;1;2;1;5;1;23
0696;9;;;1;3;4;2;19
0697;9;6;7;6;10;6;2;46
0698;2;3;;1;1;1;3;11
0699;;;;;1;;4;5
0700;;1;;;;;;1
0701;58;24;4;3;17;28;3;137
0702;11;6;9;5;5;21;1;58
0703;9;1;;1;3;12;2;28
0704;12;1;1;2;3;9;7;35
0705;33;6;5;4;5;15;20;88
0706;;;;;;;;
0707;32;16;3;5;11;27;16;110
0708;11;1;11;4;17;48;;92
0709;;;;;;;;
0710;12;3;1;;;4;1;21
0711;26;3;1;1;2;7;1;41
0712;32;9;1;2;2;11;1;58
0713;14;3;2;1;5;9;20;54
0714;24;17;20;4;15;15;1;96
0715;36;11;5;6;4;24;6;92
0716;6;2;;;4;5;2;19
0717;41;9;3;1;6;19;15;94
0718;16;6;3;2;1;10;5;43
0719;42;16;3;4;10;34;9;118
0720;2;5;5;4;9;12;6;43
0721;39;8;4;7;5;37;24;124
0722;23;3;6;4;2;16;4;58
0723;;;;;;;11;11
0724;22;10;2;4;4;13;17;72
0725;15;2;3;1;4;10;7;42
0726;21;9;5;7;6;16;9;73
0727;25;11;5;4;6;28;14;93
0728;16;3;1;1;3;16;3;43
0729;13;4;1;;8;12;1;39
0730;13;6;1;1;;17;9;47
0731;13;3;2;2;1;13;5;39
0732;18;5;3;6;6;17;15;70
0733;18;7;2;;7;23;15;72
0734;;1;;;;;;1
0735;46;17;8;5;6;18;25;125
0736;52;27;17;4;16;27;15;158
0737;12;2;;1;2;5;;22
0738;30;11;2;3;8;24;38;116
0739;2;;;1;1;1;;5
0740;12;2;2;1;;3;;20
0741;20;5;2;1;2;18;11;59
0742;28;12;1;2;2;18;17;80
0743;25;5;1;2;5;13;5;56
0744;8;1;3;;1;4;2;19
0745;37;12;4;8;8;31;25;125
0746;78;18;5;6;6;41;33;187
0747;41;7;5;;4;14;13;84
0748;21;4;;;5;9;3;42
0749;26;6;2;4;;5;8;51
0750;36;14;1;4;6;25;17;103
0751;9;4;;1;1;5;2;22
0752;23;8;3;2;5;7;3;51
0753;3;;;;;1;;4
0754;37;5;2;;4;22;18;88
0755;22;6;2;2;2;9;1;44
0756;;;;;;;;
0757;;;;;;;;
0758;62;20;5;6;13;62;35;203
0759;30;9;2;1;4;10;2;58
0760;37;11;15;7;7;30;14;121
0761;26;3;3;7;3;26;22;90
0762;;;;;;;;
0763;;;;;;;;
0764;44;13;5;4;14;45;19;144
0765;20;10;6;2;10;47;21;116
0766;33;7;1;4;12;29;13;99
0767;19;7;3;7;5;7;4;52
0768;10;6;;;;9;7;32
0769;;;;;;;;
0770;12;6;5;1;8;23;18;73
0771;18;5;2;1;2;24;5;57
0772;11;;1;1;4;16;7;40
0773;14;5;;;7;28;7;61
0774;24;15;2;6;4;20;26;97
0775;18;6;3;1;3;24;28;83
0776;13;5;2;3;3;20;7;53
0777;14;3;3;2;8;11;8;49
0778;24;4;2;1;4;9;6;50
0779;27;9;3;2;5;9;24;79
0780;40;10;7;2;6;53;21;139
0781;6;2;1;2;2;2;13;28
0782;3;;;;;1;;4
0783;35;23;9;5;6;43;20;141
0784;6;;;;;1;2;9
0785;3;;1;1;;;3;8
0786;73;31;11;2;9;34;21;181
0787;50;8;4;4;9;28;25;128
0788;16;6;;4;4;6;3;39
0789;59;18;4;4;7;26;24;142
0790;65;24;7;4;12;24;33;169
0791;11;;;;2;1;2;16
0792;;;;;;;;
0793;11;1;1;;1;3;4;21
0794;21;5;2;;;5;6;39
0795;13;4;;;1;4;1;23
0796;19;1;2;;2;8;21;53
0797;10;;1;1;1;4;1;18
0798;62;9;3;3;3;6;10;96
0799;10;2;;;1;1;;14
0800;8;;;;;2;1;11
0801;18;4;;1;3;7;2;35
0802;35;2;2;1;;9;;49
0803;41;6;1;3;3;7;4;65
0804;38;10;4;2;3;9;4;70
0805;23;3;;1;3;11;10;51
0806;56;6;3;2;6;19;17;109
0807;18;2;;1;2;5;5;33
0808;38;2;1;1;3;4;13;62
0809;41;9;1;2;5;16;9;83
0810;17;9;2;2;1;12;11;54
0811;17;4;;1;2;4;1;29
0812;22;3;4;1;1;5;2;38
0813;23;6;;1;6;5;17;58
0814;28;2;5;1;1;21;5;63
0815;88;27;8;2;11;22;22;180
0816;112;22;11;6;14;45;40;250
0817;;;;;;;;
0818;66;10;6;3;7;25;30;147
0819;18;2;1;;;3;1;25
0820;24;2;1;2;4;8;8;49
0821;21;6;;1;2;4;5;39
0822;;;;;;;;
0823;17;4;1;2;;3;3;30
0824;22;7;;2;4;21;11;67
0825;13;2;;;2;4;3;24
0826;31;5;2;2;;8;9;57
0827;29;2;2;;3;8;7;51
0828;14;2;;;;1;6;23
0829;41;7;4;1;6;5;5;69
0830;21;7;2;;1;8;8;47
0831;38;4;2;2;3;12;3;64
0832;;;;;;;;
0833;17;3;1;1;3;5;2;32
0834;17;4;;2;7;4;6;40
0835;34;5;3;3;;22;12;79
0836;35;5;1;1;1;5;12;60
0837;20;4;;1;2;7;2;36
0838;27;8;;2;1;19;1;58
0839;38;8;4;2;10;30;19;111
0840;15;1;1;1;4;4;1;27
0841;15;2;2;1;1;13;4;38
0842;20;2;4;2;5;10;9;52
0843;;;;;;;;
0844;62;7;2;3;6;8;14;102
0845;28;5;;;1;7;3;44
0846;;;;;;;;
0847;26;1;;1;;3;3;34
0848;14;;;;2;5;1;22
0849;71;15;4;4;6;22;28;150
0850;8;2;;;;3;5;18
0851;67;12;7;2;7;7;;102
0852;71;19;6;1;7;14;6;124
0853;71;11;5;3;2;22;14;128
0854;51;6;2;4;2;5;1;71
0855;54;5;4;;1;12;1;77
0856;37;8;4;3;4;15;10;81
0857;45;6;7;3;5;5;4;75
0858;104;16;4;6;12;15;10;167
0859;71;20;13;;4;17;4;129
0860;21;2;1;1;2;4;7;38
0861;17;2;1;;;4;1;25
0862;51;7;3;3;6;17;16;103
0863;53;10;4;2;5;12;10;96
0864;;;;;;;1;1
0865;45;10;5;4;1;13;11;89
0866;61;12;1;2;8;23;20;127
0867;9;1;2;;2;;1;15
0868;72;17;8;6;11;24;17;155
0869;35;13;3;4;2;5;7;69
0870;41;7;4;7;3;12;3;77
0871;16;1;;1;1;1;4;24
0872;14;4;1;3;1;10;3;36
0873;32;7;2;2;2;12;6;63
0874;34;7;6;1;1;7;9;65
0875;30;3;3;2;;7;2;47
0876;7;2;2;;3;6;2;22
0877;6;2;1;;;4;4;17
0878;25;2;3;2;4;4;7;47
0879;38;7;3;;6;17;5;76
0880;11;2;2;;3;5;2;25
0881;17;4;;1;1;6;10;39
0882;;;;;;;;
0883;;;;;1;;;1
0884;;;;;;;;
0885;9;;1;;;1;1;12
0886;;1;;;;;;1
0887;;;;;;;;
0888;35;7;2;3;6;28;19;100
0889;;;;;;;;
0890;;;;;;;;
0891;12;1;;1;1;8;2;25
0892;3;1;;;1;8;;13
0893;10;;;2;4;2;;18
0894;2;;;;;;;2
0895;;;;;;;;
0896;22;2;3;1;1;6;2;37
0897;4;1;;;;;;5
0898;27;8;2;2;3;14;11;67
0899;28;7;6;;2;21;26;90
0900;7;1;1;1;1;4;;15
0901;33;10;3;1;6;10;23;86
0902;79;13;6;4;9;41;23;175
0903;61;14;2;3;7;31;30;148
0904;42;7;3;1;2;15;32;102
0905;58;8;;5;6;25;24;126
0906;78;18;7;1;11;34;25;174
0907;27;9;;1;1;22;3;63
0908;98;23;5;5;17;43;20;211
0909;23;6;4;3;3;12;9;60
0910;31;11;3;3;3;27;24;102
0911;36;11;8;2;10;25;30;122
0912;110;24;13;3;18;61;24;253
0913;22;6;;2;2;14;25;71
0914;9;4;3;;1;11;12;40
0915;8;2;1;1;1;7;11;31
0916;7;2;1;;1;2;5;18
0917;58;14;3;2;7;28;36;148
0918;46;14;2;3;6;20;23;114
0919;48;17;5;;8;25;24;127
0920;38;8;3;3;2;10;13;77
0921;73;26;10;4;11;43;31;198
0922;68;11;4;5;8;44;33;173
0923;38;11;3;2;3;33;22;112
0924;12;6;;;1;9;2;30
0925;10;;2;;2;2;4;20
0926;20;10;;2;1;7;8;48
0927;69;12;2;3;9;14;3;112
0928;55;11;4;2;5;32;23;132
0929;13;2;1;3;1;9;3;32
0930;79;23;6;5;12;23;12;160
0931;45;8;6;4;2;28;17;110
0932;36;8;2;1;4;10;9;70
0933;8;1;;;;;4;13
0934;6;;;1;;;;7
0935;8;1;;;;;1;10
0936;3;;;;;;;3
0937;10;2;;2;;4;;18
0938;4;2;;;;1;;7
0939;;;;;;;;
0940;4;1;;;;1;;6
0941;2;1;;;;;;3
0942;;1;;;;;;1
0943;;;;;;;;
0944;2;;;;;;;2
0945;6;1;;;2;2;;11
0946;7;;;;;;;7
0947;;;;;;;;
0948;23;3;2;1;;4;7;40
0949;6;1;;;1;1;;9
0950;;;;;;;;
0951;1;;;;1;;2;4
0952;16;2;;;;;3;21
0953;;;;;;;;
0954;;;;;;;;
0955;;;;;;;;
0956;;;;;;;;
0957;3;;;;;;2;5
0958;4;5;;;;1;;10
0959;1;;;;;1;3;5
0960;;;;;;;;
0961;;;;;;;;
0962;;;1;;;1;;2
0963;;;;;;;;
0964;1;;;;;;;1
0965;;;;;;;;
0966;63;9;6;2;6;22;19;127
0967;9;7;;1;3;3;1;24
0968;;;;;;;;
0969;32;10;;3;7;23;11;86
0970;26;3;1;;2;15;5;52
0971;34;5;5;2;3;15;8;72
0972;;;;;;;;
0973;;;;;;;;
0974;1;;;;;;;1
0975;;;;;;;;
0976;;;;;;;;
0977;;;;;;;;
0978;6;2;2;;1;19;2;32
0979;29;8;2;1;6;28;2;76
0980;17;3;;1;4;8;2;35
0981;1;1;;;1;1;1;5
0982;16;5;1;;2;17;17;58
0983;7;4;3;1;1;11;10;37
0984;33;10;7;5;10;35;8;108
0985;27;14;9;9;4;25;17;105
0986;29;12;1;4;8;26;29;109
0987;3;1;1;1;3;1;8;18
0988;37;15;9;1;4;33;11;110
0989;7;7;2;;;14;4;34
0990;31;24;3;9;13;31;17;128
0991;39;18;11;5;16;33;23;145
0992;35;8;3;1;5;18;30;100
0993;;;;;;;;
0994;19;4;4;1;5;19;5;57
0995;27;7;7;7;13;21;17;99
0996;1;;;;;;;1
0997;33;16;;5;1;11;9;75
0998;34;12;2;1;5;12;7;73
0999;35;9;4;5;6;18;13;90
1000;16;8;4;6;9;21;8;72
1001;38;10;6;4;5;17;21;101
1002;26;11;1;3;5;19;12;77
1003;38;8;5;3;7;27;15;103
1004;32;15;4;6;11;34;38;140
1005;36;11;2;9;6;16;18;98
1006;34;7;2;5;3;37;21;109
1007;32;7;1;;6;16;22;84
1008;22;2;1;1;1;8;1;36
1009;;;;;;;;
1010;12;3;1;3;3;17;17;56
1011;8;5;;;;11;2;26
1012;;;;;;1;;1
1013;27;8;3;3;3;14;14;72
1014;14;;;1;1;9;1;26
1015;43;13;7;7;8;42;30;150
1016;37;12;1;3;7;38;18;116
1017;25;10;2;2;6;21;14;80
1018;22;8;;;2;6;14;52
1019;7;1;1;1;;5;6;21
1020;11;2;;2;;4;;19
1021;15;3;1;;2;3;4;28
1022;10;3;;3;2;12;1;31
1023;14;2;1;2;2;14;8;43
1024;42;17;3;9;5;60;5;141
1025;;;;;;;;
1026;;;;;;;;
1027;3;2;;;1;6;1;13
1028;50;18;5;5;8;56;25;167
1029;41;9;1;2;4;38;29;124
1030;;;;;;;;
1031;11;7;3;2;8;7;4;42
1032;40;10;7;4;6;32;27;126
1033;52;11;1;4;4;17;15;104
1034;11;6;;;1;5;1;24
1035;22;2;;1;3;17;3;48
1036;13;5;1;;3;8;5;35
1037;17;4;2;1;7;18;20;69
1038;30;6;1;;;16;4;57
1039;;;;;;;;
1040;16;6;;;1;12;3;38
1041;71;23;9;7;11;66;49;236
1042;44;10;3;3;8;34;27;129
1043;27;9;6;;7;19;22;90
1044;14;7;2;1;5;13;20;62
1045;;;;;;;;
1046;11;1;2;;2;8;3;27
1047;14;5;2;;3;10;3;37
1048;;;;;;;;
1049;6;1;1;;;4;;12
1050;1;;;;;;;1
1051;4;1;;;1;1;;7
1052;53;13;3;1;5;16;6;97
1053;7;2;1;2;2;;3;17
1054;42;7;3;3;1;28;18;102
1055;40;15;6;4;13;26;21;125
1056;36;10;5;;6;21;17;95
1057;25;4;4;2;6;22;20;83
1058;14;5;1;1;2;10;3;36
1059;4;1;;;;2;3;10
1060;14;8;1;4;;15;12;54
1061;41;7;2;3;10;18;25;106
1062;4;4;2;1;;6;6;23
1063;4;;1;;2;;;7
1064;64;14;5;3;2;20;15;123
1065;22;8;1;2;3;8;8;52
1066;38;5;8;3;2;13;8;77
1067;12;3;1;3;1;10;3;33
1068;39;12;3;6;3;16;8;87
1069;7;3;1;;1;1;;13
1070;35;15;3;4;9;24;24;114
1071;40;20;1;1;9;35;15;121
1072;1;;;;;;2;3
1073;4;3;3;;1;2;3;16
1074;33;10;5;4;6;23;7;88
1075;8;1;;2;1;10;6;28
1076;2;;;;;;;2
1077;47;18;9;11;9;17;14;125
1078;;;;;;;;
1079;60;20;5;3;12;28;12;140
1080;;;;;;;;
1081;100;20;7;5;9;31;23;195
1082;16;7;3;2;;8;;36
1083;6;1;1;2;3;4;;17
1084;1;;;;;;;1
1085;;;;;;;;
1086;91;27;6;8;9;35;26;202
1087;1;;;;;1;;2
1088;;;;;;;;
1089;8;2;;;1;9;11;31
1090;78;34;8;4;7;36;14;181
1091;78;24;11;4;15;51;33;216
1092;92;15;5;2;15;49;53;231
1093;40;5;4;1;2;22;23;97
1094;;;;;;;;
1095;;;;;;;;
1096;;;;;;;;
1097;61;16;6;4;12;38;26;163
1098;49;6;4;4;3;17;44;127
1099;23;3;1;1;4;22;45;99
1100;;;;;;1;1;2
1101;68;17;4;3;8;33;13;146
1102;42;9;6;3;9;30;30;129
1103;;;;;;;;
1104;49;9;2;1;13;31;14;119
1105;43;5;3;2;5;25;24;107
1106;32;9;1;2;4;26;13;87
1107;72;15;2;3;7;29;31;159
1108;43;14;;1;4;14;;76
1109;21;8;1;;6;5;5;46
1110;2;1;;;;;;3
1111;5;2;1;;;3;;11
1112;8;;;;;2;51;61
1113;13;1;;;;2;1;17
1114;5;;2;;;1;8;16
1115;;;;;;;2;2
1116;6;1;1;;;5;;13
1117;;;;;;;;
1118;;2;;;;;1;3
1119;2;1;;;;1;5;9
1120;8;1;;;;3;;12
1121;;;;;;;;
1122;;;;;;;;
1123;1;;;;;;2;3
1124;;;;;;;;
1125;;1;;;;;;1
1126;;;;;;1;;1
1127;;;;;;;;
1128;1;1;;;;3;3;8
1129;;;;;;;;
1130;3;;;1;;;;4
1131;;;;;;;;
1132;15;8;6;4;9;9;6;57
1133;;;;;;;;
1134;2;1;4;1;;;4;12
1135;1;7;;;;1;;9
1136;33;23;12;8;11;19;17;123
1137;10;7;1;2;1;2;2;25
1138;20;10;2;5;4;8;9;58
1139;36;13;7;5;7;14;9;91
1140;4;2;;;;;2;8
1141;2;;2;2;;1;2;9
1142;2;1;1;;1;;1;6
1143;14;6;;1;3;4;10;38
1144;8;3;1;4;2;4;3;25
1145;24;6;6;6;3;8;6;59
1146;3;5;2;2;1;2;3;18
1147;20;6;2;1;;1;1;31
1148;52;21;16;5;14;18;15;141
1149;2;2;1;;1;2;2;10
1150;1;1;;;;2;;4
1151;11;7;1;1;2;8;4;34
1152;26;15;4;4;9;13;12;83
1153;6;1;;;3;2;3;15
1154;26;9;4;4;3;7;6;59
1155;17;8;5;7;5;7;6;55
1156;45;12;4;5;4;6;11;87
1157;2;3;;;;1;;6
1158;9;1;;1;1;1;1;14
1159;;3;;;;1;1;5
1160;;;;;;;;
1161;;;;;;;;
1162;51;19;35;15;32;195;20;367
1163;;2;4;1;1;3;3;14
1164;6;1;1;;;7;3;18
1165;9;9;4;1;10;4;6;43
1166;5;2;2;2;3;1;3;18
1167;7;9;3;;4;3;6;32
1168;3;1;;;;3;4;11
1169;3;2;2;1;1;;8;17
1170;26;6;4;2;4;9;16;67
1171;8;2;2;1;;2;3;18
1172;8;;3;2;2;6;5;26
1173;2;5;2;1;;;2;12
1174;6;4;3;2;4;4;1;24
1175;1;;1;;1;1;;4
1176;3;3;;3;;;4;13
1177;2;1;;;2;2;6;13
1178;;;1;;1;;1;3
1179;4;;1;;2;3;4;14
1180;;;;;;;;
1181;12;2;2;1;2;;8;27
1182;3;2;;;1;;2;8
1183;5;1;;;;1;2;9
1184;1;;1;1;;2;3;8
1185;1;2;;;1;;1;5
1186;1;;;;;;1;2
1187;8;3;;1;3;;9;24
1188;14;4;4;2;1;2;7;34
1189;;;;;;;;
1190;4;6;;1;5;1;5;22
1191;6;1;1;;;1;4;13
1192;1;1;;;3;1;3;9
1193;;1;;1;3;;;5
1194;1;;;;;;;1
1195;2;;;;;;;2
1196;3;;;1;;;1;5
1197;;1;;;;1;5;7
1198;2;;;;;;;2
1199;;1;1;;;1;;3
1200;8;2;;1;1;1;2;15
1201;2;1;1;2;3;1;1;11
1202;4;;;;1;2;2;9
1203;2;2;1;;4;1;;10
1204;2;;;;;;6;8
1205;2;2;1;;;;2;7
1206;2;;3;;4;;1;10
1207;19;1;2;1;1;4;6;34
1208;;;;;;;;
1209;3;2;;;;;;5
1210;4;2;;;;;1;7
1211;2;1;;;1;2;1;7
1212;9;3;1;1;1;2;1;18
1213;12;5;4;1;1;5;11;39
1214;8;1;1;1;3;6;5;25
1215;4;;;;;3;;7
1216;15;10;5;2;2;14;19;67
1217;1;;;;;;;1
1218;17;4;2;1;2;9;3;38
1219;7;;1;1;3;;;12
1220;;;;;;;;
1221;;;;;;;;
1222;10;5;6;1;6;2;7;37
1223;16;2;1;1;4;5;11;40
1224;4;3;1;1;4;;;13
1225;2;2;;;2;2;4;12
1226;3;;2;2;;1;1;9
1227;7;4;5;;4;1;6;27
1228;12;4;1;2;9;13;9;50
1229;14;4;5;1;7;10;16;57
1230;11;6;6;3;6;17;10;59
1231;17;7;4;;6;3;6;43
1232;20;14;5;3;12;14;11;79
1233;23;14;15;7;13;26;14;112
1234;15;5;;1;5;13;12;51
1235;15;15;4;8;8;12;11;73
1236;24;5;6;4;6;19;11;75
1237;17;10;4;5;11;20;8;75
1238;18;10;8;1;6;11;8;62
1239;25;10;12;2;9;11;9;78
1240;22;13;9;5;10;8;11;78
1241;23;12;11;5;21;12;12;96
1242;;;;;;;;
1243;2;;1;;;6;1;10
1244;;;;;;;;
1245;37;12;8;8;14;19;24;122
1246;15;6;3;4;4;10;4;46
1247;3;1;2;1;;4;;11
1248;10;3;2;2;3;3;6;29
1249;2;;1;;1;;1;5
1250;1;3;;1;1;2;;8
1251;5;;1;1;2;;;9
1252;;;;;;;;
1253;;;;;;;;
1254;1;;;;;1;2;4
1255;5;2;2;;;1;2;12
1256;9;5;5;2;7;11;3;42
1257;;2;1;;;2;1;6
1258;1;3;1;1;2;1;;9
1259;13;6;1;3;3;8;6;40
1260;5;2;1;2;2;1;1;14
1261;8;8;8;1;2;9;3;39
1262;6;1;1;1;1;5;1;16
1263;13;4;1;1;4;3;7;33
