n_ID;Gazzette_ID;Anno;Mese;Mese_n;Giorno_n;url_img
1;11;1645;Maggio;5;10;http://badigit.comune.bologna.it/Gazzette/img_jpg/645e10_1.jpg
2;11;1645;Maggio;5;10;http://badigit.comune.bologna.it/Gazzette/img_jpg/645e10_2.jpg
3;11;1645;Maggio;5;10;http://badigit.comune.bologna.it/Gazzette/img_jpg/645e10_3.jpg
4;11;1645;Maggio;5;10;http://badigit.comune.bologna.it/Gazzette/img_jpg/645e10_4.jpg
5;12;1645;Maggio;5;17;http://badigit.comune.bologna.it/Gazzette/img_jpg/645e17_1.jpg
6;12;1645;Maggio;5;17;http://badigit.comune.bologna.it/Gazzette/img_jpg/645e17_2.jpg
7;12;1645;Maggio;5;17;http://badigit.comune.bologna.it/Gazzette/img_jpg/645e17_3.jpg
8;12;1645;Maggio;5;17;http://badigit.comune.bologna.it/Gazzette/img_jpg/645e17_4.jpg
9;13;1645;Agosto;8;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/645h02_1.jpg
10;13;1645;Agosto;8;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/645h02_2.jpg
11;13;1645;Agosto;8;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/645h02_3.jpg
12;13;1645;Agosto;8;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/645h02_4.jpg
13;14;1645;Agosto;8;16;http://badigit.comune.bologna.it/Gazzette/img_jpg/645h16_1.jpg
14;14;1645;Agosto;8;16;http://badigit.comune.bologna.it/Gazzette/img_jpg/645h16_2.jpg
15;14;1645;Agosto;8;16;http://badigit.comune.bologna.it/Gazzette/img_jpg/645h16_3.jpg
16;14;1645;Agosto;8;16;http://badigit.comune.bologna.it/Gazzette/img_jpg/645h16_4.jpg
17;15;1654;Maggio;5;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/654e02_1.jpg
18;15;1654;Maggio;5;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/654e02_2.jpg
19;15;1654;Maggio;5;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/654e02_3.jpg
20;15;1654;Maggio;5;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/654e02_4.jpg
21;16;1656;Maggio;5;27;http://badigit.comune.bologna.it/Gazzette/img_jpg/656e27_1.jpg
22;16;1656;Maggio;5;27;http://badigit.comune.bologna.it/Gazzette/img_jpg/656e27_2.jpg
23;16;1656;Maggio;5;27;http://badigit.comune.bologna.it/Gazzette/img_jpg/656e27_3.jpg
24;16;1656;Maggio;5;27;http://badigit.comune.bologna.it/Gazzette/img_jpg/656e27_4.jpg
25;17;1661;Gennaio;1;5;http://badigit.comune.bologna.it/Gazzette/img_jpg/661a05_1.jpg
26;17;1661;Gennaio;1;5;http://badigit.comune.bologna.it/Gazzette/img_jpg/661a05_2.jpg
27;17;1661;Gennaio;1;5;http://badigit.comune.bologna.it/Gazzette/img_jpg/661a05_3.jpg
28;17;1661;Gennaio;1;5;http://badigit.comune.bologna.it/Gazzette/img_jpg/661a05_4.jpg
29;18;1661;Gennaio;1;12;http://badigit.comune.bologna.it/Gazzette/img_jpg/661a12_1.jpg
30;18;1661;Gennaio;1;12;http://badigit.comune.bologna.it/Gazzette/img_jpg/661a12_2.jpg
31;18;1661;Gennaio;1;12;http://badigit.comune.bologna.it/Gazzette/img_jpg/661a12_3.jpg
32;18;1661;Gennaio;1;12;http://badigit.comune.bologna.it/Gazzette/img_jpg/661a12_4.jpg
33;19;1661;Gennaio;1;19;http://badigit.comune.bologna.it/Gazzette/img_jpg/661a19_1.jpg
34;19;1661;Gennaio;1;19;http://badigit.comune.bologna.it/Gazzette/img_jpg/661a19_2.jpg
35;19;1661;Gennaio;1;19;http://badigit.comune.bologna.it/Gazzette/img_jpg/661a19_3.jpg
36;19;1661;Gennaio;1;19;http://badigit.comune.bologna.it/Gazzette/img_jpg/661a19_4.jpg
37;20;1661;Gennaio;1;26;http://badigit.comune.bologna.it/Gazzette/img_jpg/661a26_1.jpg
38;20;1661;Gennaio;1;26;http://badigit.comune.bologna.it/Gazzette/img_jpg/661a26_2.jpg
39;20;1661;Gennaio;1;26;http://badigit.comune.bologna.it/Gazzette/img_jpg/661a26_3.jpg
40;20;1661;Gennaio;1;26;http://badigit.comune.bologna.it/Gazzette/img_jpg/661a26_4.jpg
41;21;1661;Febbraio;2;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/661b02_1.jpg
42;21;1661;Febbraio;2;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/661b02_2.jpg
43;21;1661;Febbraio;2;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/661b02_3.jpg
44;21;1661;Febbraio;2;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/661b02_4.jpg
45;22;1661;Febbraio;2;9;http://badigit.comune.bologna.it/Gazzette/img_jpg/661b09_1.jpg
46;22;1661;Febbraio;2;9;http://badigit.comune.bologna.it/Gazzette/img_jpg/661b09_2.jpg
47;22;1661;Febbraio;2;9;http://badigit.comune.bologna.it/Gazzette/img_jpg/661b09_3.jpg
48;22;1661;Febbraio;2;9;http://badigit.comune.bologna.it/Gazzette/img_jpg/661b09_4.jpg
49;23;1661;Febbraio;2;16;http://badigit.comune.bologna.it/Gazzette/img_jpg/661b16_1.jpg
50;23;1661;Febbraio;2;16;http://badigit.comune.bologna.it/Gazzette/img_jpg/661b16_2.jpg
51;23;1661;Febbraio;2;16;http://badigit.comune.bologna.it/Gazzette/img_jpg/661b16_3.jpg
52;23;1661;Febbraio;2;16;http://badigit.comune.bologna.it/Gazzette/img_jpg/661b16_4.jpg
53;24;1661;Febbraio;2;23;http://badigit.comune.bologna.it/Gazzette/img_jpg/661b23_1.jpg
54;24;1661;Febbraio;2;23;http://badigit.comune.bologna.it/Gazzette/img_jpg/661b23_2.jpg
55;24;1661;Febbraio;2;23;http://badigit.comune.bologna.it/Gazzette/img_jpg/661b23_3.jpg
56;24;1661;Febbraio;2;23;http://badigit.comune.bologna.it/Gazzette/img_jpg/661b23_4.jpg
57;25;1661;Marzo;3;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c02_1.jpg
58;25;1661;Marzo;3;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c02_2.jpg
59;25;1661;Marzo;3;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c02_3.jpg
60;25;1661;Marzo;3;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c02_4.jpg
61;26;1661;Marzo;3;10;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c10_1.jpg
62;26;1661;Marzo;3;10;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c10_2.jpg
63;26;1661;Marzo;3;10;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c10_3.jpg
64;26;1661;Marzo;3;10;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c10_4.jpg
65;27;1661;Marzo;3;16;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c16_1.jpg
66;27;1661;Marzo;3;16;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c16_2.jpg
67;27;1661;Marzo;3;16;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c16_3.jpg
68;27;1661;Marzo;3;16;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c16_4.jpg
69;28;1661;Marzo;3;23;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c23_1.jpg
70;28;1661;Marzo;3;23;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c23_2.jpg
71;28;1661;Marzo;3;23;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c23_3.jpg
72;28;1661;Marzo;3;23;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c23_4.jpg
73;29;1661;Marzo;3;30;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c30_1.jpg
74;29;1661;Marzo;3;30;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c30_2.jpg
75;29;1661;Marzo;3;30;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c30_3.jpg
76;29;1661;Marzo;3;30;http://badigit.comune.bologna.it/Gazzette/img_jpg/661c30_4.jpg
77;30;1661;Aprile;4;6;http://badigit.comune.bologna.it/Gazzette/img_jpg/661d06_1.jpg
78;30;1661;Aprile;4;6;http://badigit.comune.bologna.it/Gazzette/img_jpg/661d06_2.jpg
79;30;1661;Aprile;4;6;http://badigit.comune.bologna.it/Gazzette/img_jpg/661d06_3.jpg
80;30;1661;Aprile;4;6;http://badigit.comune.bologna.it/Gazzette/img_jpg/661d06_4.jpg
81;31;1661;Aprile;4;13;http://badigit.comune.bologna.it/Gazzette/img_jpg/661d13_1.jpg
82;31;1661;Aprile;4;13;http://badigit.comune.bologna.it/Gazzette/img_jpg/661d13_2.jpg
83;31;1661;Aprile;4;13;http://badigit.comune.bologna.it/Gazzette/img_jpg/661d13_3.jpg
84;31;1661;Aprile;4;13;http://badigit.comune.bologna.it/Gazzette/img_jpg/661d13_4.jpg
85;32;1661;Aprile;4;20;http://badigit.comune.bologna.it/Gazzette/img_jpg/661d20_1.jpg
86;32;1661;Aprile;4;20;http://badigit.comune.bologna.it/Gazzette/img_jpg/661d20_2.jpg
87;32;1661;Aprile;4;20;http://badigit.comune.bologna.it/Gazzette/img_jpg/661d20_3.jpg
88;32;1661;Aprile;4;20;http://badigit.comune.bologna.it/Gazzette/img_jpg/661d20_4.jpg
89;33;1661;Aprile;4;27;http://badigit.comune.bologna.it/Gazzette/img_jpg/661d27_1.jpg
90;33;1661;Aprile;4;27;http://badigit.comune.bologna.it/Gazzette/img_jpg/661d27_2.jpg
91;33;1661;Aprile;4;27;http://badigit.comune.bologna.it/Gazzette/img_jpg/661d27_3.jpg
92;33;1661;Aprile;4;27;http://badigit.comune.bologna.it/Gazzette/img_jpg/661d27_4.jpg
93;34;1661;Maggio;5;4;http://badigit.comune.bologna.it/Gazzette/img_jpg/661e04_1.jpg
94;34;1661;Maggio;5;4;http://badigit.comune.bologna.it/Gazzette/img_jpg/661e04_2.jpg
95;34;1661;Maggio;5;4;http://badigit.comune.bologna.it/Gazzette/img_jpg/661e04_3.jpg
96;34;1661;Maggio;5;4;http://badigit.comune.bologna.it/Gazzette/img_jpg/661e04_4.jpg
97;35;1661;Maggio;5;11;http://badigit.comune.bologna.it/Gazzette/img_jpg/661e11_1.jpg
98;35;1661;Maggio;5;11;http://badigit.comune.bologna.it/Gazzette/img_jpg/661e11_2.jpg
99;35;1661;Maggio;5;11;http://badigit.comune.bologna.it/Gazzette/img_jpg/661e11_3.jpg
100;35;1661;Maggio;5;11;http://badigit.comune.bologna.it/Gazzette/img_jpg/661e11_4.jpg
101;36;1661;Maggio;5;18;http://badigit.comune.bologna.it/Gazzette/img_jpg/661e18_1.jpg
102;36;1661;Maggio;5;18;http://badigit.comune.bologna.it/Gazzette/img_jpg/661e18_2.jpg
103;36;1661;Maggio;5;18;http://badigit.comune.bologna.it/Gazzette/img_jpg/661e18_3.jpg
104;36;1661;Maggio;5;18;http://badigit.comune.bologna.it/Gazzette/img_jpg/661e18_4.jpg
105;37;1661;Maggio;5;25;http://badigit.comune.bologna.it/Gazzette/img_jpg/661e25_1.jpg
106;37;1661;Maggio;5;25;http://badigit.comune.bologna.it/Gazzette/img_jpg/661e25_2.jpg
107;37;1661;Maggio;5;25;http://badigit.comune.bologna.it/Gazzette/img_jpg/661e25_3.jpg
108;37;1661;Maggio;5;25;http://badigit.comune.bologna.it/Gazzette/img_jpg/661e25_4.jpg
109;38;1661;Giugno;6;1;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f01_1.jpg
110;38;1661;Giugno;6;1;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f01_2.jpg
111;38;1661;Giugno;6;1;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f01_3.jpg
112;38;1661;Giugno;6;1;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f01_4.jpg
113;39;1661;Giugno;6;8;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f08_1.jpg
114;39;1661;Giugno;6;8;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f08_2.jpg
115;39;1661;Giugno;6;8;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f08_3.jpg
116;39;1661;Giugno;6;8;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f08_4.jpg
117;40;1661;Giugno;6;15;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f15_1.jpg
118;40;1661;Giugno;6;15;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f15_2.jpg
119;40;1661;Giugno;6;15;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f15_3.jpg
120;40;1661;Giugno;6;15;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f15_4.jpg
121;41;1661;Giugno;6;22;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f22_1.jpg
122;41;1661;Giugno;6;22;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f22_2.jpg
123;41;1661;Giugno;6;22;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f22_3.jpg
124;41;1661;Giugno;6;22;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f22_4.jpg
125;42;1661;Giugno;6;29;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f29_1.jpg
126;42;1661;Giugno;6;29;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f29_2.jpg
127;42;1661;Giugno;6;29;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f29_3.jpg
128;42;1661;Giugno;6;29;http://badigit.comune.bologna.it/Gazzette/img_jpg/661f29_4.jpg
129;43;1661;Luglio;7;6;http://badigit.comune.bologna.it/Gazzette/img_jpg/661g06_1.jpg
130;43;1661;Luglio;7;6;http://badigit.comune.bologna.it/Gazzette/img_jpg/661g06_2.jpg
131;43;1661;Luglio;7;6;http://badigit.comune.bologna.it/Gazzette/img_jpg/661g06_3.jpg
132;43;1661;Luglio;7;6;http://badigit.comune.bologna.it/Gazzette/img_jpg/661g06_4.jpg
133;44;1661;Luglio;7;13;http://badigit.comune.bologna.it/Gazzette/img_jpg/661g13_1.jpg
134;44;1661;Luglio;7;13;http://badigit.comune.bologna.it/Gazzette/img_jpg/661g13_2.jpg
135;44;1661;Luglio;7;13;http://badigit.comune.bologna.it/Gazzette/img_jpg/661g13_3.jpg
136;44;1661;Luglio;7;13;http://badigit.comune.bologna.it/Gazzette/img_jpg/661g13_4.jpg
137;45;1661;Luglio;7;20;http://badigit.comune.bologna.it/Gazzette/img_jpg/661g20_1.jpg
138;45;1661;Luglio;7;20;http://badigit.comune.bologna.it/Gazzette/img_jpg/661g20_2.jpg
139;45;1661;Luglio;7;20;http://badigit.comune.bologna.it/Gazzette/img_jpg/661g20_3.jpg
140;45;1661;Luglio;7;20;http://badigit.comune.bologna.it/Gazzette/img_jpg/661g20_4.jpg
141;46;1661;Luglio;7;27;http://badigit.comune.bologna.it/Gazzette/img_jpg/661g27_1.jpg
142;46;1661;Luglio;7;27;http://badigit.comune.bologna.it/Gazzette/img_jpg/661g27_2.jpg
143;46;1661;Luglio;7;27;http://badigit.comune.bologna.it/Gazzette/img_jpg/661g27_3.jpg
144;46;1661;Luglio;7;27;http://badigit.comune.bologna.it/Gazzette/img_jpg/661g27_4.jpg
145;47;1661;Agosto;8;3;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h03_1.jpg
146;47;1661;Agosto;8;3;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h03_2.jpg
147;47;1661;Agosto;8;3;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h03_3.jpg
148;47;1661;Agosto;8;3;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h03_4.jpg
149;48;1661;Agosto;8;10;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h10_1.jpg
150;48;1661;Agosto;8;10;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h10_2.jpg
151;48;1661;Agosto;8;10;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h10_3.jpg
152;48;1661;Agosto;8;10;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h10_4.jpg
153;49;1661;Agosto;8;17;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h17_1.jpg
154;49;1661;Agosto;8;17;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h17_2.jpg
155;49;1661;Agosto;8;17;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h17_3.jpg
156;49;1661;Agosto;8;17;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h17_4.jpg
157;50;1661;Agosto;8;24;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h24_1.jpg
158;50;1661;Agosto;8;24;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h24_2.jpg
159;50;1661;Agosto;8;24;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h24_3.jpg
160;50;1661;Agosto;8;24;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h24_4.jpg
161;51;1661;Agosto;8;31;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h31_1.jpg
162;51;1661;Agosto;8;31;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h31_2.jpg
163;51;1661;Agosto;8;31;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h31_3.jpg
164;51;1661;Agosto;8;31;http://badigit.comune.bologna.it/Gazzette/img_jpg/661h31_4.jpg
165;52;1661;Settembre;9;7;http://badigit.comune.bologna.it/Gazzette/img_jpg/661i07_1.jpg
166;52;1661;Settembre;9;7;http://badigit.comune.bologna.it/Gazzette/img_jpg/661i07_2.jpg
167;52;1661;Settembre;9;7;http://badigit.comune.bologna.it/Gazzette/img_jpg/661i07_3.jpg
168;52;1661;Settembre;9;7;http://badigit.comune.bologna.it/Gazzette/img_jpg/661i07_4.jpg
169;53;1661;Settembre;9;14;http://badigit.comune.bologna.it/Gazzette/img_jpg/661i14_1.jpg
170;53;1661;Settembre;9;14;http://badigit.comune.bologna.it/Gazzette/img_jpg/661i14_2.jpg
171;53;1661;Settembre;9;14;http://badigit.comune.bologna.it/Gazzette/img_jpg/661i14_3.jpg
172;53;1661;Settembre;9;14;http://badigit.comune.bologna.it/Gazzette/img_jpg/661i14_4.jpg
173;54;1661;Settembre;9;21;http://badigit.comune.bologna.it/Gazzette/img_jpg/661i21_1.jpg
174;54;1661;Settembre;9;21;http://badigit.comune.bologna.it/Gazzette/img_jpg/661i21_2.jpg
175;54;1661;Settembre;9;21;http://badigit.comune.bologna.it/Gazzette/img_jpg/661i21_3.jpg
176;54;1661;Settembre;9;21;http://badigit.comune.bologna.it/Gazzette/img_jpg/661i21_4.jpg
177;55;1661;Settembre;9;28;http://badigit.comune.bologna.it/Gazzette/img_jpg/661i28_1.jpg
178;55;1661;Settembre;9;28;http://badigit.comune.bologna.it/Gazzette/img_jpg/661i28_2.jpg
179;55;1661;Settembre;9;28;http://badigit.comune.bologna.it/Gazzette/img_jpg/661i28_3.jpg
180;55;1661;Settembre;9;28;http://badigit.comune.bologna.it/Gazzette/img_jpg/661i28_4.jpg
181;56;1661;Ottobre;10;5;http://badigit.comune.bologna.it/Gazzette/img_jpg/661l05_1.jpg
182;56;1661;Ottobre;10;5;http://badigit.comune.bologna.it/Gazzette/img_jpg/661l05_2.jpg
183;56;1661;Ottobre;10;5;http://badigit.comune.bologna.it/Gazzette/img_jpg/661l05_3.jpg
184;56;1661;Ottobre;10;5;http://badigit.comune.bologna.it/Gazzette/img_jpg/661l05_4.jpg
185;57;1661;Ottobre;10;12;http://badigit.comune.bologna.it/Gazzette/img_jpg/661l12_1.jpg
186;57;1661;Ottobre;10;12;http://badigit.comune.bologna.it/Gazzette/img_jpg/661l12_2.jpg
187;57;1661;Ottobre;10;12;http://badigit.comune.bologna.it/Gazzette/img_jpg/661l12_3.jpg
188;57;1661;Ottobre;10;12;http://badigit.comune.bologna.it/Gazzette/img_jpg/661l12_4.jpg
189;58;1661;Ottobre;10;19;http://badigit.comune.bologna.it/Gazzette/img_jpg/661l19_1.jpg
190;58;1661;Ottobre;10;19;http://badigit.comune.bologna.it/Gazzette/img_jpg/661l19_2.jpg
191;58;1661;Ottobre;10;19;http://badigit.comune.bologna.it/Gazzette/img_jpg/661l19_3.jpg
192;58;1661;Ottobre;10;19;http://badigit.comune.bologna.it/Gazzette/img_jpg/661l19_4.jpg
193;59;1661;Ottobre;10;26;http://badigit.comune.bologna.it/Gazzette/img_jpg/661l26_1.jpg
194;59;1661;Ottobre;10;26;http://badigit.comune.bologna.it/Gazzette/img_jpg/661l26_2.jpg
195;59;1661;Ottobre;10;26;http://badigit.comune.bologna.it/Gazzette/img_jpg/661l26_3.jpg
196;59;1661;Ottobre;10;26;http://badigit.comune.bologna.it/Gazzette/img_jpg/661l26_4.jpg
197;60;1661;Novembre;11;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m02_1.jpg
198;60;1661;Novembre;11;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m02_2.jpg
199;60;1661;Novembre;11;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m02_3.jpg
200;60;1661;Novembre;11;2;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m02_4.jpg
201;61;1661;Novembre;11;9;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m09_1.jpg
202;61;1661;Novembre;11;9;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m09_2.jpg
203;61;1661;Novembre;11;9;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m09_3.jpg
204;61;1661;Novembre;11;9;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m09_4.jpg
205;62;1661;Novembre;11;16;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m16_1.jpg
206;62;1661;Novembre;11;16;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m16_2.jpg
207;62;1661;Novembre;11;16;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m16_3.jpg
208;62;1661;Novembre;11;16;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m16_4.jpg
209;63;1661;Novembre;11;23;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m23_1.jpg
210;63;1661;Novembre;11;23;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m23_2.jpg
211;63;1661;Novembre;11;23;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m23_3.jpg
212;63;1661;Novembre;11;23;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m23_4.jpg
213;64;1661;Novembre;11;30;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m30_1.jpg
214;64;1661;Novembre;11;30;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m30_2.jpg
215;64;1661;Novembre;11;30;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m30_3.jpg
216;64;1661;Novembre;11;30;http://badigit.comune.bologna.it/Gazzette/img_jpg/661m30_4.jpg
217;65;1661;Dicembre;12;7;http://badigit.comune.bologna.it/Gazzette/img_jpg/661n07_1.jpg
218;65;1661;Dicembre;12;7;http://badigit.comune.bologna.it/Gazzette/img_jpg/661n07_2.jpg
219;65;1661;Dicembre;12;7;http://badigit.comune.bologna.it/Gazzette/img_jpg/661n07_3.jpg
220;65;1661;Dicembre;12;7;http://badigit.comune.bologna.it/Gazzette/img_jpg/661n07_4.jpg
221;66;1661;Dicembre;12;14;http://badigit.comune.bologna.it/Gazzette/img_jpg/661n14_1.jpg
222;66;1661;Dicembre;12;14;http://badigit.comune.bologna.it/Gazzette/img_jpg/661n14_2.jpg
223;66;1661;Dicembre;12;14;http://badigit.comune.bologna.it/Gazzette/img_jpg/661n14_3.jpg
224;66;1661;Dicembre;12;14;http://badigit.comune.bologna.it/Gazzette/img_jpg/661n14_4.jpg
225;67;1661;Dicembre;12;21;http://badigit.comune.bologna.it/Gazzette/img_jpg/661n21_1.jpg
226;67;1661;Dicembre;12;21;http://badigit.comune.bologna.it/Gazzette/img_jpg/661n21_2.jpg
227;67;1661;Dicembre;12;21;http://badigit.comune.bologna.it/Gazzette/img_jpg/661n21_3.jpg
228;67;1661;Dicembre;12;21;http://badigit.comune.bologna.it/Gazzette/img_jpg/661n21_4.jpg
229;68;1661;Dicembre;12;28;http://badigit.comune.bologna.it/Gazzette/img_jpg/661n28_1.jpg
230;68;1661;Dicembre;12;28;http://badigit.comune.bologna.it/Gazzette/img_jpg/661n28_2.jpg
231;68;1661;Dicembre;12;28;http://badigit.comune.bologna.it/Gazzette/img_jpg/661n28_3.jpg
232;68;1661;Dicembre;12;28;http://badigit.comune.bologna.it/Gazzette/img_jpg/661n28_4.jpg
233;6744;1669;dicembre;12;4;http://badigit.comune.bologna.it/Gazzette/img_jpg/669n04_1.jpg
234;6744;1669;dicembre;12;4;http://badigit.comune.bologna.it/Gazzette/img_jpg/669n04_2.jpg
235;6744;1669;dicembre;12;4;http://badigit.comune.bologna.it/Gazzette/img_jpg/669n04_3.jpg
236;6744;1669;dicembre;12;4;http://badigit.comune.bologna.it/Gazzette/img_jpg/669n04_4.jpg
237;6745;1671;febbraio;2;4;http://badigit.comune.bologna.it/Gazzette/img_jpg/671b04_1.jpg
238;6745;1671;febbraio;2;4;http://badigit.comune.bologna.it/Gazzette/img_jpg/671b04_2.jpg
239;6745;1671;febbraio;2;4;http://badigit.comune.bologna.it/Gazzette/img_jpg/671b04_3.jpg
240;6745;1671;febbraio;2;4;http://badigit.comune.bologna.it/Gazzette/img_jpg/671b04_4.jpg
241;69;1674;ottobre;10;10;http://badigit.comune.bologna.it/Gazzette/img_jpg/674l10_1.jpg
242;69;1674;ottobre;10;10;http://badigit.comune.bologna.it/Gazzette/img_jpg/674l10_2.jpg
243;69;1674;ottobre;10;10;http://badigit.comune.bologna.it/Gazzette/img_jpg/674l10_3.jpg
244;69;1674;ottobre;10;10;http://badigit.comune.bologna.it/Gazzette/img_jpg/674l10_4.jpg
245;70;1674;dicembre;12;29;http://badigit.comune.bologna.it/Gazzette/img_jpg/674n29_1.jpg
246;70;1674;dicembre;12;29;http://badigit.comune.bologna.it/Gazzette/img_jpg/674n29_2.jpg
247;70;1674;dicembre;12;29;http://badigit.comune.bologna.it/Gazzette/img_jpg/674n29_3.jpg
248;70;1674;dicembre;12;29;http://badigit.comune.bologna.it/Gazzette/img_jpg/674n29_4.jpg
249;71;1676;maggio;5;20;http://badigit.comune.bologna.it/Gazzette/img_jpg/676e20_1.jpg
250;71;1676;maggio;5;20;http://badigit.comune.bologna.it/Gazzette/img_jpg/676e20_2.jpg
251;71;1676;maggio;5;20;http://badigit.comune.bologna.it/Gazzette/img_jpg/676e20_3.jpg
252;71;1676;maggio;5;20;http://badigit.comune.bologna.it/Gazzette/img_jpg/676e20_4.jpg
253;72;1676;luglio;7;29;http://badigit.comune.bologna.it/Gazzette/img_jpg/676g29_1.jpg
254;72;1676;luglio;7;29;http://badigit.comune.bologna.it/Gazzette/img_jpg/676g29_2.jpg
255;72;1676;luglio;7;29;http://badigit.comune.bologna.it/Gazzette/img_jpg/676g29_3.jpg
256;72;1676;luglio;7;29;http://badigit.comune.bologna.it/Gazzette/img_jpg/676g29_4.jpg
257;73;1676;agosto;8;5;http://badigit.comune.bologna.it/Gazzette/img_jpg/676h05_1.jpg
258;73;1676;agosto;8;5;http://badigit.comune.bologna.it/Gazzette/img_jpg/676h05_2.jpg
259;73;1676;agosto;8;5;http://badigit.comune.bologna.it/Gazzette/img_jpg/676h05_3.jpg
260;73;1676;agosto;8;5;http://badigit.comune.bologna.it/Gazzette/img_jpg/676h05_4.jpg
261;74;1676;agosto;8;12;http://badigit.comune.bologna.it/Gazzette/img_jpg/676h12_1.jpg
262;74;1676;agosto;8;12;http://badigit.comune.bologna.it/Gazzette/img_jpg/676h12_2.jpg
