Sezioni 2001 (b);1. Comuni della provincia Bologna;2. Altre province Emilia-Romagna;3. Italia nord occidentale;4. Italia nord orientale;5. Italia centrale;6. Italia meridionale e insulare;7. Stati esteri;Totale
2078;151;35;9;9;22;64;50;340
2079;99;27;3;6;3;37;42;217
2080;122;19;16;9;13;48;83;310
2081;57;26;7;5;10;43;34;182
2082;44;9;4;4;3;9;9;82
2083;19;5;1;2;1;8;3;39
2084;64;17;7;;5;18;29;140
2085;70;22;14;7;6;29;50;198
2086;146;39;14;15;19;64;51;348
2087;160;36;17;10;28;76;64;391
2088;7;2;;;;;;9
2089;2;;1;;2;1;5;11
2090;54;12;5;;7;10;11;99
2091;43;14;;1;2;26;21;107
2092;95;35;3;3;13;42;31;222
2093;59;20;3;7;11;22;10;132
2094;23;2;;;;4;6;35
2095;64;15;2;5;5;25;35;151
2096;63;19;6;2;9;41;40;180
2097;16;7;1;2;4;17;11;58
2098;78;9;5;3;9;20;41;165
2099;113;29;19;4;6;23;31;225
2100;13;4;2;;3;4;1;27
2101;65;24;11;2;16;29;37;184
2102;46;16;7;1;7;13;9;99
2103;41;9;2;2;3;32;14;103
2104;69;16;3;5;8;40;27;168
2105;47;6;4;5;2;20;14;98
2106;40;4;3;5;7;12;10;81
2107;25;4;1;4;2;7;5;48
2108;18;1;;;3;2;2;26
2109;18;3;;;;4;3;28
2110;35;4;1;2;1;24;10;77
2111;25;1;;2;2;8;12;50
2112;14;4;;;1;3;4;26
2113;38;5;1;2;1;17;12;76
2114;100;18;5;6;6;28;28;191
2115;6;4;2;;1;1;7;21
2116;52;12;4;6;11;15;43;143
2117;35;9;2;4;4;4;13;71
2118;98;20;6;3;9;35;31;202
2119;85;22;10;11;25;26;27;206
2120;143;38;8;10;13;52;59;323
2121;143;33;7;3;14;44;52;296
2122;136;34;12;10;13;42;11;258
2123;27;16;4;4;13;12;15;91
2124;109;23;10;5;13;26;31;217
2125;;;;;;;;
2126;191;50;19;12;47;50;46;415
2127;73;15;5;4;6;24;10;137
2128;193;53;19;11;18;67;32;393
2129;103;32;2;4;14;32;4;191
2130;43;8;1;2;10;11;5;80
2131;97;13;12;5;4;27;3;161
2132;112;36;12;3;10;23;9;205
2133;1;1;;;;2;5;9
2134;144;42;15;22;26;41;32;322
2135;5;;;;;1;;6
2136;75;28;9;4;9;16;7;148
2137;;;;;;;;
2138;69;16;13;6;5;19;10;138
2139;3;;;;;2;;5
2140;8;1;;1;;10;2;22
2141;;;;;;;;
2142;123;43;13;9;30;161;55;434
2143;184;58;22;14;18;99;63;458
2144;122;27;12;4;8;34;19;226
2145;194;49;12;10;27;84;56;432
2146;;;;;;;;
2147;115;51;12;7;21;38;33;277
2148;154;18;5;8;4;34;28;251
2149;247;59;14;15;28;39;30;432
2150;37;7;1;1;2;5;7;60
2151;55;7;5;1;4;10;8;90
2152;32;5;1;3;;6;5;52
2153;20;5;;1;3;10;8;47
2154;79;13;2;1;2;17;6;120
2155;153;45;14;8;18;29;20;287
2156;;;;;;;;
2157;44;14;6;;7;7;1;79
2158;14;;;;1;;;15
2159;6;5;;2;;;6;19
2160;;;2;1;;;6;9
2161;6;2;5;;;;7;20
2162;1;4;;2;;5;2;14
2163;2;;3;;;;5;10
2164;35;9;6;3;1;1;3;58
2165;10;7;5;2;;4;3;31
2166;8;6;3;2;8;3;9;39
2167;5;7;1;2;2;3;;20
2168;22;6;7;5;5;3;14;62
2169;;;;;;;;
2170;32;22;10;10;11;9;10;104
2171;49;14;7;7;6;9;11;103
2172;108;40;11;8;19;28;33;247
2173;1;;;;;;;1
2174;18;5;2;5;5;2;1;38
2175;18;4;3;1;4;6;13;49
2176;16;3;;2;1;4;3;29
2177;14;3;6;4;5;4;5;41
2178;7;2;1;;1;3;4;18
2179;10;;;;2;10;1;23
2180;;;;;;;;
2181;30;8;1;1;;15;4;59
2182;28;13;7;3;4;6;6;67
2183;27;13;2;1;3;12;13;71
2184;13;;2;1;1;3;2;22
2185;3;3;;3;;;1;10
2186;9;8;1;3;1;2;12;36
2187;6;3;1;;;1;13;24
2188;8;;3;;1;2;3;17
2189;26;4;;1;3;9;2;45
2190;;4;;;;;1;5
2191;6;;;;1;1;;8
2192;37;9;5;1;6;8;8;74
2193;29;7;1;2;1;4;3;47
2194;29;13;1;2;4;13;7;69
2195;23;5;;1;5;18;17;69
2196;12;;;1;;1;5;19
2197;43;20;1;9;3;8;13;97
2198;8;2;;;1;1;3;15
2199;31;13;3;3;10;10;6;76
2200;29;7;1;;;11;2;50
2201;20;6;1;3;1;9;5;45
2202;16;1;4;3;2;;2;28
2203;75;11;7;3;3;23;16;138
2204;8;5;2;;3;2;5;25
2205;95;25;9;13;29;59;90;320
2206;47;13;3;1;12;26;15;117
2207;80;46;8;15;13;41;35;238
2208;45;4;2;2;12;13;42;120
2209;63;21;2;5;7;49;22;169
2210;83;19;8;8;11;43;31;203
2211;65;22;8;9;9;24;25;162
2212;49;11;6;6;17;15;25;129
2213;29;5;6;2;14;17;18;91
2214;16;9;2;2;1;6;6;42
2215;11;3;;1;1;2;;18
2216;138;58;18;12;31;74;40;371
2217;;;;;;;;
2218;34;9;2;24;6;15;7;97
2219;86;23;6;8;6;30;30;189
2220;50;5;2;6;6;25;7;101
2221;74;26;11;7;14;16;23;171
2222;120;36;13;11;16;57;34;287
2223;62;13;3;4;15;17;11;125
2224;51;18;4;8;6;26;23;136
2225;2;;;;;1;;3
2226;;;;;;;;
2227;;;;;;;;
2228;52;15;11;9;8;29;11;135
2229;64;15;5;;5;19;10;118
2230;42;10;8;4;4;6;14;88
2231;;;;;;;;
2232;77;12;16;6;10;40;13;174
2233;14;6;3;;1;5;2;31
2234;34;7;9;3;10;11;6;80
2235;52;11;2;4;6;20;38;133
2236;27;5;2;;6;3;20;63
2237;25;4;2;2;1;7;;41
2238;52;16;2;3;3;11;17;104
2239;32;9;4;2;7;9;19;82
2240;4;3;;;;;7;14
2241;;;;;;;;
2242;19;8;;2;6;5;3;43
2243;64;13;4;6;8;11;18;124
2244;22;1;1;;1;3;2;30
2245;42;8;6;2;5;12;10;85
2246;58;10;9;5;7;12;11;112
2247;22;3;;1;1;6;5;38
2248;2;;1;;;4;;7
2249;30;3;1;;;4;13;51
2250;22;;;1;1;2;;26
2251;18;2;;;2;;3;25
2252;86;15;12;10;22;31;10;186
2253;78;34;10;12;21;45;28;228
2254;89;50;17;7;20;26;10;219
2255;;;;;;;;
2256;51;14;2;2;9;27;12;117
2257;159;34;16;13;19;45;64;350
2258;19;8;1;;8;16;10;62
2259;55;33;5;4;18;26;5;146
2260;;;;;;;;
2261;38;11;3;5;13;13;13;96
2262;83;17;6;8;14;28;31;187
2263;145;36;22;19;18;52;24;316
2264;107;31;13;10;15;22;21;219
2265;72;19;9;7;7;11;10;135
2266;103;19;4;6;11;54;32;229
2267;60;6;1;2;1;5;20;95
2268;47;3;2;3;3;9;16;83
2269;50;13;5;2;9;15;12;106
2270;8;2;;1;3;4;1;19
2271;63;10;13;5;3;28;8;130
2272;118;11;4;3;21;26;41;224
2273;54;7;3;1;2;13;3;83
2274;19;1;3;2;1;10;9;45
2275;94;23;7;2;9;22;22;179
2276;78;19;;4;6;27;20;154
2277;47;20;2;3;6;24;11;113
2278;;;;;;;;
2279;;;;;;;;
2280;97;25;2;4;8;55;33;224
2281;;;;;;;;
2282;60;8;4;1;6;12;19;110
2283;14;2;;;2;7;;25
2284;51;6;;2;6;11;14;90
2285;54;8;1;2;4;22;9;100
2286;140;58;18;12;9;40;8;285
2287;28;2;2;2;;1;;35
2288;3;;;;;;;3
2289;18;4;1;;1;;3;27
2290;3;;;1;;;4;8
2291;8;1;1;1;3;;1;15
2292;95;15;7;9;7;13;25;171
2293;7;3;;2;1;1;3;17
2294;3;4;;1;;1;1;10
2295;44;9;4;6;6;20;19;108
2296;27;3;3;1;1;2;1;38
2297;23;4;;;6;2;3;38
2298;26;3;3;1;3;9;4;49
2299;57;21;7;8;10;13;10;126
2300;28;12;6;4;6;7;13;76
2301;12;4;;;1;;;17
2302;10;1;;;;5;2;18
2303;25;2;1;4;2;5;11;50
2304;7;;1;;;;;8
2305;21;10;3;5;1;1;6;47
2306;14;4;;;3;1;1;23
2307;25;6;1;1;;10;7;50
2308;2;;;;;;;2
2309;5;;;;;1;;6
2310;5;2;;1;2;;2;12
2311;21;7;2;;3;4;2;39
2312;52;5;6;;1;19;7;90
2313;63;12;5;3;9;21;31;144
2314;39;8;;2;3;10;1;63
2315;29;11;1;2;4;14;3;64
2316;47;7;1;3;2;10;16;86
2317;1;3;1;;;2;1;8
2318;58;20;3;1;7;5;7;101
2319;27;2;6;1;9;13;7;65
2320;109;17;19;5;6;16;26;198
2321;;;;;;;;
2322;37;4;1;2;;5;4;53
8888;17;12;6;1;7;11;11;65
Totale;94.935;30.789;12.096;9.935;16.467;46.514;38.108;248.844
;;;;;;;;
(a) Nella popolazione immigrata  sono incluse anche le persone precedentemente residenti, emigrate poi immigrate.  Per residenti dalla nascita si intendono le persone nate residenti e mai emigrate.;;;;;;;;
;;;;;;;;
(b) Dal 31/12/2005 la tavola fa riferimento alle sezioni di censimento 2001, si sottolinea che si tratta di aree cartografiche diverse dalle sezioni di censimento 1991. Per individuare correttamente le aree di interesse è necessario consultare diverse dalle sezioni di censimento 1991. Per individuare correttamente le aree di interesse è necessario consultare il sito alla voce -Individua le sezioni sulle mappe o sullo stradario.;;;;;;;;
